Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.000,7.508,5.554,5.937,6.306,7.451,10.818,13.247,25.309,25.309,0.133
5,17.400,6.506,5.516,5.874,6.077,6.332,6.665,9.158,14.921,14.921,0.154
10,18.200,7.212,5.732,6.052,6.259,6.747,12.037,14.270,15.519,15.519,0.139
15,23.200,6.702,5.667,5.993,6.158,6.366,6.774,12.817,15.538,16.068,0.149
20,19.000,6.821,5.673,5.995,6.214,6.411,8.004,12.781,14.239,14.239,0.147
25,16.800,6.821,5.803,6.119,6.335,6.530,6.883,9.951,18.174,18.174,0.147
30,19.600,6.943,5.911,6.233,6.355,6.621,6.804,13.323,18.071,18.071,0.144
35,21.200,6.837,5.924,6.185,6.309,6.496,6.774,13.189,15.091,15.730,0.146
40,16.000,7.237,5.986,6.257,6.425,6.690,13.019,13.814,15.704,15.704,0.138
45,19.400,6.451,5.764,6.046,6.196,6.372,6.545,7.783,13.655,13.655,0.155
50,14.600,8.018,5.627,5.962,6.169,9.891,10.698,16.127,17.615,17.615,0.125
55,22.800,6.412,5.675,5.919,6.025,6.175,6.299,9.026,14.637,14.946,0.156
