Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.000,1.605,0.525,0.754,0.912,1.865,2.500,3.717,15.387,15.387,0.623
5,14.000,0.794,0.312,0.423,0.646,0.797,0.999,1.173,7.397,7.397,1.259
10,13.200,0.737,0.341,0.406,0.736,0.808,0.908,1.012,3.006,3.006,1.357
15,12.800,0.926,0.275,0.479,0.689,0.817,1.015,2.877,6.543,6.543,1.080
20,15.200,0.620,0.317,0.408,0.643,0.707,0.759,0.915,2.763,2.763,1.612
25,18.200,0.492,0.284,0.343,0.380,0.619,0.791,0.826,2.459,2.459,2.032
30,15.200,0.592,0.302,0.357,0.602,0.740,0.804,0.886,2.989,2.989,1.689
35,17.400,0.479,0.282,0.330,0.383,0.611,0.693,0.755,2.045,2.045,2.088
40,12.600,0.615,0.327,0.555,0.618,0.706,0.768,0.829,1.159,1.159,1.625
45,17.000,0.493,0.300,0.337,0.430,0.631,0.733,0.785,0.982,0.982,2.027
50,18.800,0.482,0.253,0.329,0.412,0.596,0.784,0.880,1.147,1.147,2.076
55,13.600,0.580,0.281,0.555,0.612,0.668,0.770,0.785,0.844,0.844,1.724
