Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,329.400,3.024,0.308,1.123,1.998,3.964,6.387,8.290,14.469,26.077,0.331
5,431.600,2.309,0.271,0.789,1.592,2.833,4.780,6.024,11.036,261.497,0.433
10,480.600,2.067,0.232,0.748,1.551,2.652,4.409,5.761,9.228,15.950,0.484
15,454.200,2.192,0.233,0.774,1.594,2.877,5.112,5.863,10.985,13.714,0.456
20,502.600,1.985,0.252,0.728,1.530,2.632,3.920,5.610,7.481,15.121,0.504
25,523.200,1.906,0.221,0.706,1.540,2.560,3.399,5.591,7.235,13.490,0.525
30,486.200,2.053,0.218,0.709,1.496,2.705,4.530,5.669,11.032,14.309,0.487
35,470.000,2.117,0.210,0.749,1.618,2.794,4.561,5.897,8.567,15.129,0.472
40,474.200,2.103,0.214,0.754,1.633,2.755,4.569,5.783,7.721,19.516,0.476
45,514.600,1.938,0.206,0.716,1.506,2.634,3.607,5.536,6.968,12.936,0.516
50,529.000,1.884,0.227,0.741,1.522,2.655,3.411,5.322,6.827,12.224,0.531
55,483.200,2.063,0.207,0.742,1.639,2.650,4.052,5.590,11.178,15.359,0.485
