Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,152.000,1.417,0.656,0.845,1.200,1.520,2.042,2.591,4.628,43.026,0.706
5,160.400,1.192,0.632,0.784,1.201,1.480,1.675,1.816,2.243,10.337,0.839
10,174.600,1.089,0.599,0.754,1.041,1.330,1.508,1.597,1.860,8.685,0.919
15,118.800,1.332,0.653,1.204,1.339,1.505,1.659,1.747,2.043,5.888,0.751
20,159.000,1.236,0.597,1.021,1.306,1.473,1.602,1.703,1.946,2.356,0.809
25,147.600,1.210,0.615,0.822,1.293,1.428,1.587,1.695,1.979,3.727,0.827
30,150.400,1.194,0.613,0.884,1.251,1.423,1.587,1.717,1.918,3.691,0.838
35,161.000,1.093,0.600,0.718,1.055,1.390,1.567,1.673,1.947,5.111,0.915
40,155.600,1.112,0.632,0.722,1.123,1.448,1.611,1.774,2.034,4.587,0.899
45,162.200,1.104,0.593,0.718,1.156,1.383,1.560,1.681,2.101,4.855,0.906
50,139.600,1.245,0.607,0.723,1.260,1.512,1.746,1.966,4.413,13.190,0.803
55,175.200,1.090,0.582,0.720,0.952,1.420,1.593,1.704,1.922,11.085,0.918
