Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,1.405,0.750,1.170,1.348,1.472,1.937,2.216,2.937,2.937,0.712
5,13.800,1.547,0.878,1.200,1.419,1.711,2.097,2.303,4.870,4.870,0.646
10,18.000,1.400,0.816,1.140,1.256,1.577,2.089,2.131,3.080,3.080,0.714
15,18.800,1.412,0.767,1.116,1.295,1.650,2.021,2.206,3.116,3.116,0.708
20,15.200,1.459,0.865,1.121,1.321,1.671,2.133,2.351,3.285,3.285,0.685
25,13.600,1.455,0.920,1.213,1.406,1.619,1.980,2.256,2.622,2.622,0.687
30,18.800,1.404,0.913,1.126,1.288,1.564,2.002,2.294,2.790,2.790,0.712
35,13.400,1.460,0.888,1.253,1.383,1.614,2.027,2.135,2.278,2.278,0.685
40,10.200,1.685,0.924,1.285,1.648,1.987,2.261,2.544,2.772,2.772,0.594
45,13.600,1.385,0.989,1.180,1.310,1.541,1.846,2.058,2.274,2.274,0.722
50,20.200,1.350,0.914,1.057,1.220,1.569,1.826,2.138,2.598,2.833,0.741
55,19.000,1.382,0.832,1.041,1.305,1.637,1.921,2.112,2.317,2.317,0.724
