Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.000,4.049,1.485,2.517,3.468,5.138,6.967,7.783,11.811,16.168,0.247
5,200.000,3.020,0.897,2.035,2.625,3.342,5.185,6.077,7.858,15.429,0.331
10,218.800,2.929,0.983,2.034,2.584,3.168,4.627,5.905,8.891,14.256,0.341
15,232.000,2.816,1.081,2.059,2.557,3.105,4.200,5.573,6.908,9.790,0.355
20,226.000,2.850,0.937,2.030,2.560,3.096,4.561,5.813,7.339,9.079,0.351
25,235.800,2.747,1.138,1.985,2.519,2.994,3.914,5.511,7.223,12.429,0.364
30,235.600,2.830,1.043,1.998,2.560,3.099,4.671,5.582,6.902,14.620,0.353
35,237.000,2.725,1.030,2.011,2.502,3.027,3.774,5.208,7.320,13.208,0.367
40,234.000,2.760,1.097,2.037,2.518,3.099,3.920,5.124,7.298,14.598,0.362
45,212.800,2.985,0.998,2.070,2.661,3.281,5.050,5.854,7.305,8.729,0.335
50,226.000,2.791,1.161,2.088,2.601,3.111,3.813,4.907,6.707,19.476,0.358
55,211.200,3.057,0.986,2.039,2.719,3.365,5.305,6.120,7.492,8.490,0.327
