Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,435.000,2.291,0.349,0.901,1.754,2.918,4.260,6.216,9.242,31.474,0.437
5,521.400,1.908,0.283,0.718,1.539,2.498,3.334,5.655,7.732,14.013,0.524
10,492.200,2.023,0.298,0.727,1.566,2.600,4.246,5.634,8.738,16.283,0.494
15,476.200,2.095,0.288,0.741,1.597,2.737,4.829,5.703,7.361,13.331,0.477
20,525.600,1.896,0.268,0.708,1.461,2.555,3.620,5.543,6.733,19.804,0.528
25,496.000,2.011,0.275,0.713,1.587,2.556,4.169,5.714,8.234,23.708,0.497
30,517.400,1.927,0.287,0.736,1.563,2.608,3.357,5.618,7.176,13.753,0.519
35,532.200,1.872,0.280,0.722,1.564,2.523,3.270,5.501,7.188,17.056,0.534
40,473.600,2.106,0.277,0.711,1.550,2.784,4.707,5.832,10.830,17.863,0.475
45,527.200,1.892,0.260,0.688,1.530,2.531,3.274,5.475,7.249,14.023,0.529
50,519.400,1.920,0.257,0.732,1.475,2.627,3.526,5.444,6.735,15.540,0.521
55,484.600,2.057,0.263,0.717,1.558,2.648,4.527,5.742,10.835,16.087,0.486
