Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.400,0.832,0.347,0.439,0.626,1.029,1.526,1.836,3.146,3.146,1.203
5,12.200,0.759,0.350,0.621,0.755,0.855,0.921,0.995,3.141,3.141,1.318
10,18.800,0.696,0.270,0.380,0.432,0.715,0.831,0.962,11.400,11.400,1.437
15,18.800,0.556,0.305,0.371,0.506,0.719,0.828,0.891,2.031,2.031,1.797
20,18.400,0.584,0.284,0.367,0.544,0.739,0.829,0.897,3.693,3.693,1.712
25,15.000,0.661,0.306,0.355,0.638,0.777,0.852,0.975,3.813,3.813,1.514
30,17.200,0.541,0.293,0.345,0.432,0.680,0.818,0.857,3.061,3.061,1.848
35,14.400,0.486,0.279,0.344,0.382,0.646,0.737,0.795,1.099,1.099,2.058
40,10.600,0.635,0.312,0.493,0.664,0.788,0.817,0.851,0.960,0.960,1.575
45,18.200,0.568,0.244,0.349,0.608,0.721,0.818,0.897,0.974,0.974,1.760
50,16.600,0.514,0.280,0.335,0.410,0.715,0.798,0.840,1.811,1.811,1.945
55,16.000,0.516,0.282,0.334,0.487,0.675,0.768,0.805,1.165,1.165,1.939
