Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,153.200,1.292,0.639,0.814,1.053,1.510,1.965,2.327,4.555,18.714,0.774
5,169.200,1.128,0.608,0.734,1.041,1.403,1.620,1.806,2.667,4.963,0.887
10,167.200,1.102,0.600,0.691,0.992,1.421,1.651,1.798,2.064,8.946,0.908
15,165.200,1.147,0.598,0.728,1.171,1.425,1.606,1.799,2.209,12.798,0.872
20,196.800,0.957,0.623,0.705,0.795,1.111,1.455,1.597,2.303,5.193,1.045
25,188.800,0.989,0.581,0.680,0.747,1.372,1.572,1.683,1.970,4.185,1.012
30,175.000,0.951,0.586,0.712,0.785,1.205,1.425,1.575,1.972,4.583,1.051
35,169.200,1.117,0.587,0.711,1.201,1.419,1.586,1.674,1.886,4.521,0.895
40,159.600,1.240,0.596,0.723,1.237,1.484,1.708,1.985,3.627,15.875,0.807
45,179.600,1.034,0.607,0.701,0.841,1.310,1.524,1.615,2.099,11.674,0.967
50,161.000,1.112,0.599,0.742,1.110,1.353,1.597,1.771,2.230,3.470,0.900
55,172.200,1.118,0.606,0.723,0.943,1.471,1.614,1.742,2.162,14.685,0.894
