Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,173.000,3.622,1.334,2.557,3.218,4.414,5.649,6.395,8.148,25.840,0.276
5,185.400,3.330,1.150,2.102,2.795,3.995,6.056,6.804,8.084,9.132,0.300
10,203.000,3.120,0.973,2.056,2.741,3.781,5.286,6.218,7.262,12.404,0.321
15,207.600,3.163,1.051,2.134,2.803,3.878,5.247,6.027,7.450,10.911,0.316
20,207.400,3.136,0.965,2.114,2.721,3.583,5.531,6.183,7.427,10.285,0.319
25,162.000,4.068,1.481,2.447,3.785,5.547,6.633,7.120,8.063,13.251,0.246
30,199.800,3.206,1.296,2.082,2.681,3.897,5.721,6.343,7.273,8.522,0.312
35,205.000,3.115,1.203,2.089,2.708,3.677,5.393,6.039,7.160,20.705,0.321
40,159.800,4.187,1.422,2.593,4.026,5.525,6.699,7.415,8.436,16.214,0.239
45,188.200,3.413,1.238,2.186,2.942,4.439,5.788,6.209,7.290,9.338,0.293
50,140.400,4.769,1.150,3.372,4.597,5.897,7.150,7.893,9.408,17.447,0.210
55,188.200,3.464,1.187,2.156,2.999,4.579,5.939,6.403,7.381,19.945,0.289
