Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,389.800,2.552,0.329,1.015,1.955,3.208,5.212,6.515,11.266,29.674,0.392
5,405.200,2.463,0.324,0.850,1.725,3.099,5.611,6.516,12.806,16.259,0.406
10,306.800,3.246,0.317,1.356,1.806,4.785,6.369,7.529,12.857,22.789,0.308
15,304.800,3.264,0.300,1.386,1.870,4.768,6.616,7.819,13.121,20.267,0.306
20,391.000,2.547,0.256,0.887,1.670,3.368,5.709,6.572,12.293,16.219,0.393
25,316.400,3.153,0.317,1.353,1.842,4.574,6.491,7.782,13.319,14.882,0.317
30,414.400,2.408,0.261,0.816,1.723,2.970,5.474,6.522,12.695,15.618,0.415
35,390.000,2.557,0.267,0.857,1.687,3.198,5.708,6.909,11.932,20.870,0.391
40,463.600,2.152,0.271,0.723,1.620,2.704,4.897,5.823,11.573,20.976,0.465
45,357.200,2.793,0.256,1.192,1.849,3.946,6.059,6.955,13.063,14.653,0.358
50,469.800,2.123,0.265,0.740,1.653,2.778,4.388,5.832,8.497,23.364,0.471
55,359.800,2.766,0.286,1.201,1.778,3.882,5.781,6.800,12.413,22.154,0.362
