Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,10.126,5.647,6.331,8.861,13.391,15.480,16.654,29.869,29.869,0.099
5,15.800,8.295,5.487,5.723,6.021,11.754,13.216,14.538,19.790,19.790,0.121
10,17.400,7.901,5.334,5.683,5.890,11.355,13.251,13.800,16.151,16.151,0.127
15,17.200,9.465,5.270,5.754,11.096,11.645,12.835,13.895,15.983,15.983,0.106
20,21.200,7.482,5.106,5.563,5.748,10.997,12.287,13.327,14.147,15.023,0.134
25,18.200,8.099,5.283,5.558,5.995,11.157,12.516,13.183,14.492,14.492,0.123
30,17.800,8.653,5.309,5.721,6.393,11.506,13.262,13.737,22.102,22.102,0.116
35,16.200,8.157,5.217,5.663,5.887,11.385,12.569,12.924,17.727,17.727,0.123
40,17.800,6.783,5.163,5.495,5.678,6.195,11.487,12.200,14.486,14.486,0.147
45,19.600,7.457,5.096,5.552,5.789,9.859,12.406,13.159,14.866,14.866,0.134
50,21.600,6.478,5.073,5.683,6.071,6.493,7.976,11.287,11.967,12.201,0.154
55,21.200,6.999,5.156,5.500,5.675,6.961,12.341,13.397,14.373,15.286,0.143
