Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,365,365.000,826,1165,2119,2734,3495,4613,7346,11449,25840
1,392,392.000,547,1152,1611,2531,3556,5226,6376,10283,11920
2,468,468.000,380,829,1627,2124,2840,4213,5885,6818,12933
3,269,269.000,511,1478,3144,3720,5095,6668,8851,15015,15131
4,437,437.000,389,898,1724,2275,2971,4563,5863,8727,13135
5,395,395.000,302,1041,1677,2515,3152,5720,6534,13632,18068
6,437,437.000,386,903,1659,2273,2856,5007,6011,8378,12143
7,517,517.000,356,770,1600,1929,2606,3357,5755,6481,12502
8,319,319.000,361,1392,1851,3122,4436,6873,7993,13123,14299
9,445,445.000,302,750,1613,2235,2755,5420,6379,11713,14026
10,408,408.000,336,1004,1608,2442,3242,4847,6354,10122,18788
11,479,479.000,344,736,1638,2082,2676,4175,5682,11863,13569
12,510,510.000,318,722,1426,1950,2538,4104,5690,7341,15273
13,408,408.000,342,924,1651,2449,3221,5182,6205,9064,13195
14,448,448.000,318,732,1670,2217,2762,5466,6289,8131,14698
15,539,539.000,304,713,1574,1848,2585,3211,5364,6487,11802
16,414,414.000,330,851,1613,2405,2944,5488,6053,11105,15005
17,384,384.000,362,999,1815,2597,3865,4942,6815,8927,9458
18,486,486.000,309,712,1670,2047,2687,4571,5486,7632,11212
19,413,413.000,323,868,1582,2405,3210,5518,6068,11275,12560
20,420,420.000,295,825,1460,2367,3007,5573,6183,11511,12504
21,472,472.000,318,733,1581,2113,2712,4259,5733,11247,13610
22,527,527.000,263,677,1483,1900,2535,3383,5478,8355,14981
23,514,514.000,256,711,1543,1931,2554,4177,5458,6445,12932
24,414,414.000,334,841,1573,2410,2937,5531,6247,11112,16126
25,356,356.000,319,1373,1846,2805,3598,5948,7443,13088,15858
26,362,362.000,313,887,1782,2765,4123,6392,6906,12828,13226
27,257,257.000,597,1498,3290,3871,5834,7120,8012,13376,14261
28,347,347.000,257,1289,1688,2878,4351,5996,6848,12254,13288
29,428,428.000,295,797,1660,2331,2986,5235,6146,11035,13768
30,478,478.000,293,708,1650,2085,2488,4437,5843,12552,13565
31,380,380.000,304,830,1842,2626,3387,5806,6870,12673,14023
32,340,340.000,326,1291,1696,2942,4539,5721,6321,11670,11862
33,420,420.000,261,734,1587,2367,2771,5699,6581,13319,13931
34,563,563.000,315,682,1459,1771,2474,3140,5405,6170,12232
35,567,567.000,250,683,1369,1761,2499,3041,4208,5873,20705
36,270,270.000,334,1471,1991,3699,5307,7143,12893,13462,14372
37,326,326.000,526,1290,1736,3064,4586,5765,6358,11395,14575
38,516,516.000,284,697,1313,1926,2650,4386,5498,5964,11375
39,602,602.000,291,688,1545,1656,2279,2970,3224,5792,6356
40,421,421.000,267,749,1670,2376,3089,5487,6292,7721,13659
41,327,327.000,303,1366,1795,3049,4592,6207,7101,13091,14209
42,300,300.000,321,1355,1824,3315,4573,7196,8436,13882,16214
43,289,289.000,378,1500,2041,3452,5131,6583,7376,13192,14247
44,445,445.000,282,711,1594,2247,2773,5213,6046,8825,15499
45,341,341.000,297,1214,1948,2921,4239,5893,6382,12624,13391
46,487,487.000,285,714,1503,2055,2648,4806,5584,10996,11212
47,323,323.000,370,1310,1917,3083,4765,6134,7181,12414,12849
48,430,430.000,291,760,1717,2313,3005,5114,5829,12928,15409
49,491,491.000,258,668,1416,2031,2598,4629,5739,11371,12585
50,376,376.000,287,1187,1561,2656,3811,5612,6629,11584,14030
51,342,342.000,403,1130,2262,2914,4160,5452,7639,10595,17447
52,252,252.000,345,1735,2289,3998,5848,7766,8995,14033,16024
53,270,270.000,316,1572,2153,3666,5618,7724,8539,15185,17199
54,290,290.000,467,1402,2456,3436,5084,6579,7587,12913,13226
55,449,449.000,278,757,1632,2225,2918,4774,5690,11021,13311
56,332,332.000,328,1337,1708,3001,4576,6046,6790,11909,13549
57,503,503.000,254,717,1518,1982,2476,3676,5544,10648,19945
58,518,518.000,275,682,1470,1933,2618,4335,5469,6707,13356
59,292,292.000,540,1338,1789,3398,5082,6378,7954,12101,12447
