Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.200,7.645,5.567,6.069,6.853,8.801,10.422,11.872,15.604,15.604,0.131
5,20.000,7.227,5.453,5.778,5.986,6.783,12.066,13.011,13.914,13.914,0.138
10,20.400,6.951,5.329,5.729,5.918,6.274,11.397,11.904,16.486,17.284,0.144
15,19.400,6.036,5.360,5.553,5.679,5.932,6.777,8.170,12.983,12.983,0.166
20,17.400,6.375,5.375,5.533,5.674,5.909,11.021,11.585,14.563,14.563,0.157
25,23.800,6.282,5.381,5.658,5.832,6.032,6.709,10.018,13.309,16.834,0.159
30,21.000,6.639,5.285,5.650,5.780,6.089,9.165,10.391,16.304,17.980,0.151
35,23.000,5.718,5.231,5.543,5.665,5.783,5.931,6.091,6.231,11.840,0.175
40,20.400,6.199,5.253,5.571,5.715,5.933,7.089,10.905,11.841,12.791,0.161
45,18.000,7.248,5.299,5.576,5.827,8.676,11.569,11.944,20.402,20.402,0.138
50,17.600,7.166,5.143,5.564,5.879,8.301,11.116,14.169,16.075,16.075,0.140
55,22.000,6.364,5.245,5.471,5.637,5.928,7.835,11.601,16.339,22.201,0.157
