Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,0.745,0.329,0.535,0.687,0.791,1.084,1.419,3.756,3.756,1.343
5,21.200,0.558,0.317,0.375,0.433,0.577,0.822,1.093,1.367,4.882,1.791
10,16.800,0.825,0.289,0.363,0.428,0.769,0.878,2.035,9.271,9.271,1.213
15,13.000,0.522,0.305,0.337,0.380,0.727,0.804,0.951,1.117,1.117,1.915
20,19.400,0.437,0.279,0.343,0.363,0.449,0.707,0.761,0.816,0.816,2.290
25,22.400,0.538,0.257,0.325,0.354,0.420,0.616,0.721,3.005,13.520,1.859
30,20.800,0.412,0.260,0.322,0.362,0.450,0.634,0.659,0.752,1.001,2.424
35,17.600,0.477,0.286,0.333,0.374,0.638,0.768,0.837,1.306,1.306,2.096
40,20.200,0.393,0.281,0.315,0.339,0.390,0.546,0.736,0.850,1.287,2.545
45,20.000,0.417,0.272,0.314,0.349,0.439,0.716,0.798,0.987,0.987,2.395
50,21.400,0.473,0.256,0.329,0.361,0.435,0.604,0.718,1.118,8.179,2.112
55,18.800,0.445,0.258,0.319,0.369,0.580,0.697,0.764,0.967,0.967,2.249
