Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.000,3.642,1.170,2.287,3.029,4.360,6.437,7.594,9.816,15.735,0.275
5,228.000,2.755,1.061,2.016,2.531,3.069,3.937,5.018,6.561,17.747,0.363
10,237.000,2.671,1.023,1.971,2.445,2.975,3.766,4.856,7.078,11.011,0.374
15,251.400,2.663,1.072,1.917,2.444,2.946,3.698,5.268,6.897,17.431,0.376
20,244.400,2.605,1.176,1.964,2.457,2.919,3.389,4.971,6.187,8.257,0.384
25,230.200,2.762,1.037,2.020,2.560,3.075,4.252,5.201,6.287,7.430,0.362
30,243.800,2.598,1.024,1.975,2.457,2.917,3.355,4.641,6.142,7.790,0.385
35,249.800,2.549,1.014,1.945,2.429,2.846,3.292,4.046,6.536,10.409,0.392
40,221.200,2.774,1.143,1.998,2.567,3.112,4.026,5.288,6.577,10.126,0.360
45,226.600,2.737,0.955,1.978,2.524,3.056,4.136,5.195,6.395,7.745,0.365
50,180.200,3.748,1.480,2.436,3.212,4.825,6.114,7.046,8.512,13.814,0.267
55,260.800,2.558,0.967,1.916,2.334,2.881,3.369,4.749,6.322,9.844,0.391
