Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,417.600,2.383,0.336,0.849,1.810,2.915,5.582,6.677,10.320,17.198,0.420
5,398.000,2.505,0.325,1.013,1.643,3.295,5.468,6.217,11.861,18.708,0.399
10,477.400,2.087,0.293,0.766,1.461,2.748,4.265,5.806,9.654,15.755,0.479
15,419.600,2.372,0.298,0.807,1.734,2.963,5.371,6.164,12.781,16.556,0.422
20,359.400,2.775,0.273,1.221,1.613,4.126,5.709,6.562,11.558,14.094,0.360
25,397.000,2.514,0.296,1.027,1.650,3.509,5.451,6.110,11.121,14.696,0.398
30,354.000,2.820,0.300,1.200,1.632,4.064,5.750,6.792,12.012,16.694,0.355
35,420.200,2.373,0.281,0.771,1.655,2.959,5.451,6.389,12.765,23.905,0.421
40,449.400,2.219,0.278,0.745,1.626,2.862,5.195,5.848,10.934,15.042,0.451
45,444.600,2.244,0.291,0.758,1.639,2.830,5.197,6.050,11.191,14.477,0.446
50,443.600,2.248,0.283,0.810,1.576,2.993,4.770,5.657,10.108,15.293,0.445
55,464.400,2.145,0.252,0.727,1.568,2.787,5.157,5.903,8.564,13.550,0.466
