Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.000,4.095,1.543,2.832,3.714,5.151,6.318,7.160,9.120,18.216,0.244
5,163.000,3.870,1.094,2.503,3.485,4.917,6.067,6.875,8.123,28.866,0.258
10,208.400,2.999,1.223,2.065,2.616,3.336,4.913,5.994,7.026,13.590,0.333
15,181.200,3.597,1.133,2.342,3.091,4.733,6.000,6.568,7.696,10.847,0.278
20,201.600,3.233,1.257,2.054,2.748,3.901,5.663,6.771,7.960,9.673,0.309
25,203.000,3.214,1.021,2.097,2.782,3.983,5.587,6.040,6.990,8.953,0.311
30,208.600,3.003,0.992,2.038,2.635,3.220,5.189,6.249,7.591,10.298,0.333
35,187.000,3.425,1.328,2.293,3.008,4.373,5.665,6.422,7.633,8.482,0.292
40,207.000,3.049,1.132,2.091,2.683,3.416,5.080,6.027,7.123,16.119,0.328
45,149.800,4.378,1.495,3.359,4.359,5.504,6.093,6.426,7.256,9.235,0.228
50,212.800,2.983,1.106,2.089,2.705,3.261,4.806,5.789,7.742,10.526,0.335
55,235.400,2.800,1.001,1.968,2.529,3.002,4.397,5.955,7.387,8.458,0.357
