Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,1.369,0.865,1.151,1.246,1.409,1.670,2.256,5.352,5.352,0.730
5,18.800,1.275,0.876,1.091,1.251,1.381,1.579,1.825,2.083,2.083,0.784
10,20.600,1.350,0.925,1.102,1.225,1.405,1.559,2.023,2.267,6.900,0.741
15,17.400,1.281,0.893,1.119,1.214,1.397,1.556,1.759,2.193,2.193,0.781
20,19.400,1.261,0.798,1.142,1.244,1.314,1.478,1.620,3.730,3.730,0.793
25,17.200,1.335,0.808,1.147,1.244,1.405,1.685,2.036,4.638,4.638,0.749
30,21.000,1.257,0.716,1.102,1.220,1.370,1.527,1.705,2.260,2.275,0.796
35,18.600,1.263,0.721,1.078,1.248,1.438,1.582,1.823,1.950,1.950,0.792
40,21.400,1.201,0.820,1.050,1.178,1.351,1.432,1.519,1.667,1.863,0.833
45,22.000,1.229,0.845,1.105,1.188,1.319,1.488,1.677,1.907,2.054,0.814
50,26.400,1.170,0.861,1.037,1.108,1.284,1.382,1.502,1.767,1.855,0.855
55,27.600,1.172,0.838,1.069,1.158,1.265,1.393,1.435,1.595,1.729,0.854
