Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,295,295.000,878,1203,2528,3378,4029,7496,8672,17295,19918
1,418,418.000,417,982,1963,2377,3015,4552,6722,8014,13547
2,370,370.000,312,953,1959,2690,3243,5799,6369,12173,20442
3,518,518.000,272,806,1369,1923,2663,3387,5132,6530,12965
4,502,502.000,298,729,1550,1980,2550,3524,5699,8376,21157
5,543,543.000,299,718,1623,1835,2458,3113,5451,6299,12916
6,538,538.000,269,694,1499,1850,2483,3136,5382,8966,12924
7,407,407.000,284,999,1684,2448,3395,4888,5758,12001,14070
8,463,463.000,282,764,1587,2165,2716,4709,6130,11471,13552
9,592,592.000,276,708,1284,1669,2438,3010,3344,5901,9554
10,527,527.000,275,704,1484,1897,2535,3506,5304,8711,14659
11,535,535.000,259,687,1538,1863,2513,3246,5579,6924,13349
12,591,591.000,221,680,1399,1679,2392,2973,3561,6071,7852
13,506,506.000,256,732,1413,1966,2562,4311,5319,8757,14063
14,527,527.000,224,721,1522,1909,2676,3270,5607,6282,11785
15,539,539.000,225,720,1519,1830,2476,3135,5480,6254,30713
16,455,455.000,226,742,1394,2192,2837,5296,5922,11322,12873
17,538,538.000,241,691,1469,1852,2511,3289,5395,6287,11672
18,495,495.000,220,732,1540,2016,2597,3868,5645,11125,12714
19,546,546.000,239,725,1433,1824,2330,3246,5539,7085,11753
20,578,578.000,221,708,1375,1728,2397,3101,5370,5957,11182
21,540,540.000,252,731,1489,1845,2515,3192,5315,6022,12207
22,466,466.000,258,709,1511,2139,2743,5107,5880,11307,11774
23,609,609.000,223,666,1259,1637,2384,2954,3338,5652,6324
24,613,613.000,246,690,1230,1628,2450,2942,3192,5710,6135
25,548,548.000,259,690,1480,1826,2473,3237,5604,7161,19384
26,538,538.000,213,693,1591,1842,2455,3144,5537,6927,8975
27,545,545.000,255,696,1506,1832,2527,3374,5249,6190,12269
28,520,520.000,241,754,1645,1916,2645,3303,5073,6534,18166
29,558,558.000,244,719,1368,1787,2413,3180,5408,6377,16908
30,496,496.000,237,729,1553,2008,2521,4167,5903,8866,13782
31,573,573.000,237,674,1439,1740,2457,3077,5490,5875,17334
32,561,561.000,252,706,1324,1775,2465,3129,5373,6796,8899
33,460,460.000,235,728,1573,2172,2934,4950,5600,9213,13206
34,576,576.000,242,701,1227,1729,2260,3081,5549,7586,10062
35,515,515.000,234,726,1506,1936,2605,4086,5426,7420,11211
36,564,564.000,216,701,1286,1767,2506,3168,5369,6060,11230
37,523,523.000,238,725,1579,1906,2612,3403,5554,6178,11403
38,606,606.000,237,712,1201,1647,2405,3064,3333,5717,7006
39,540,540.000,217,714,1344,1844,2505,3275,5503,9291,14899
40,493,493.000,244,721,1610,2030,2603,4668,5726,7491,13293
41,501,501.000,245,700,1680,1985,2666,3948,5528,6204,11489
42,459,459.000,260,721,1574,2171,2827,5007,5885,12530,14145
43,602,602.000,231,665,1275,1658,2390,3093,4626,5783,6562
44,541,541.000,224,693,1519,1841,2478,3325,5475,7470,13859
45,501,501.000,241,710,1572,1987,2722,4107,5409,6020,11170
46,553,553.000,235,678,1481,1803,2520,3149,5362,6257,12842
47,578,578.000,248,690,1552,1725,2452,3029,3726,5803,8090
48,579,579.000,238,707,1483,1727,2393,3085,5000,5797,11239
49,548,548.000,256,719,1381,1812,2591,3255,5305,6203,12955
50,550,550.000,245,735,1431,1814,2513,3369,5100,6681,12581
51,562,562.000,250,794,1114,1775,2549,3245,3543,6475,6983
52,553,553.000,220,794,1326,1802,2515,3169,3689,6673,7119
53,550,550.000,255,768,1197,1810,2619,3258,5238,6522,12384
54,595,595.000,280,716,1499,1675,2379,3040,3765,5509,7440
55,623,623.000,286,684,1165,1601,2334,2935,3462,5479,6850
56,586,586.000,258,694,1450,1701,2375,2952,4363,6213,12853
57,595,595.000,249,736,1156,1675,2441,3080,3514,5667,6016
58,569,569.000,288,722,1191,1757,2398,3123,5338,6472,11867
59,565,565.000,288,724,1403,1756,2405,3112,5078,5896,11469
