Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,145.000,1.338,0.632,0.824,1.073,1.562,1.992,2.420,4.350,20.002,0.747
5,196.800,0.961,0.602,0.713,0.778,1.034,1.503,1.625,2.541,8.550,1.040
10,213.800,0.903,0.595,0.680,0.732,0.876,1.399,1.565,1.968,9.153,1.108
15,218.200,0.838,0.588,0.687,0.734,0.838,1.282,1.415,1.701,3.336,1.193
20,211.600,0.851,0.588,0.680,0.729,0.839,1.395,1.530,1.796,2.951,1.175
25,217.200,0.859,0.597,0.693,0.740,0.814,1.365,1.553,1.850,9.518,1.164
30,219.200,0.846,0.583,0.670,0.723,0.824,1.333,1.486,1.809,7.494,1.182
35,218.800,0.814,0.582,0.675,0.720,0.794,0.975,1.275,1.894,19.167,1.228
40,222.200,0.830,0.578,0.660,0.716,0.849,1.287,1.480,1.809,3.521,1.204
45,199.000,0.911,0.574,0.677,0.740,0.974,1.482,1.582,1.961,11.186,1.097
50,222.600,0.824,0.582,0.694,0.754,0.871,1.032,1.228,1.677,4.536,1.213
55,190.600,0.947,0.606,0.709,0.770,1.166,1.507,1.646,1.939,6.074,1.056
