Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.533,0.981,1.245,1.431,1.577,2.057,2.306,4.363,4.363,0.652
5,16.600,1.335,0.817,1.147,1.283,1.448,1.594,1.866,2.409,2.409,0.749
10,17.600,1.349,0.888,1.142,1.240,1.412,1.865,2.074,3.216,3.216,0.741
15,24.200,1.193,0.758,1.077,1.177,1.317,1.398,1.527,1.653,1.875,0.839
20,22.000,1.232,0.870,1.081,1.206,1.293,1.446,1.609,2.429,2.654,0.812
25,18.600,1.274,0.805,1.095,1.264,1.400,1.636,1.683,2.457,2.457,0.785
30,19.600,1.264,0.863,1.077,1.246,1.360,1.536,1.653,3.665,3.665,0.791
35,24.400,1.186,0.756,1.085,1.192,1.262,1.369,1.501,1.596,1.604,0.843
40,23.000,1.223,0.862,1.059,1.204,1.329,1.482,1.647,1.699,3.203,0.818
45,17.400,1.322,0.778,1.136,1.222,1.347,1.626,1.922,3.924,3.924,0.756
50,18.200,1.239,0.776,1.010,1.186,1.314,1.622,1.820,3.420,3.420,0.807
55,19.800,1.317,0.878,1.119,1.282,1.429,1.630,1.843,2.820,2.820,0.759
