Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,263,263.000,754,1618,2680,3770,4571,6783,10087,17815,26992
1,395,395.000,525,1020,1959,2524,3190,5001,6783,9653,15672
2,285,285.000,589,1502,2239,3494,4831,6710,8347,14501,15170
3,311,311.000,715,1421,1994,3209,4415,6173,7661,12012,15618
4,295,295.000,558,1348,2844,3382,4714,6260,8288,14369,17484
5,452,452.000,363,784,1684,2209,2943,5004,5715,6442,13433
6,303,303.000,337,1335,1983,3281,4583,6476,10766,13235,13934
7,322,322.000,420,1297,1867,3085,4585,5841,6290,11472,18488
8,405,405.000,312,901,1605,2466,3164,5498,6283,11695,13367
9,382,382.000,360,878,1667,2603,3212,5702,6813,14201,22958
10,456,456.000,374,782,1722,2186,2904,4708,6116,7310,9627
11,263,263.000,689,1554,1849,3797,5862,7679,9717,13275,13708
12,306,306.000,460,1443,2126,3257,4608,6599,7887,12644,17486
13,272,272.000,680,1410,3133,3657,5103,6522,11572,13716,14859
14,493,493.000,341,756,1541,2021,2693,4223,5822,7397,13403
15,362,362.000,332,991,1904,2756,3578,6175,7047,13714,14008
16,427,427.000,275,794,1787,2337,2856,5298,6120,12109,15376
17,324,324.000,536,1295,1773,3065,4604,5722,6152,11834,12299
18,295,295.000,651,1340,1914,3368,4745,6405,9751,12792,13163
19,342,342.000,425,1193,2497,2915,4133,5562,6144,11669,12815
20,336,336.000,554,1272,1475,2958,4459,5926,6204,11841,12496
21,334,334.000,543,1302,1710,2986,4463,5722,6268,11477,11967
22,336,336.000,477,1265,2541,2967,4331,5592,6632,11203,13722
23,379,379.000,322,1202,1550,2631,3780,5701,6151,11236,12209
24,575,575.000,317,730,1213,1734,2428,3150,4796,6580,11898
25,359,359.000,362,1269,1696,2773,4002,5728,6402,11892,14117
26,382,382.000,325,796,1698,2611,3177,6061,7221,14059,14663
27,489,489.000,331,766,1538,2037,2789,4042,5709,7185,13032
28,529,529.000,295,710,1497,1888,2575,3440,5617,6997,11866
29,598,598.000,284,689,1324,1666,2418,2977,3326,5748,5991
30,506,506.000,302,696,1398,1969,2489,4178,5682,11295,13454
31,396,396.000,309,1056,1494,2517,3395,5402,6277,11604,11937
32,303,303.000,305,1348,2100,3305,4803,6829,8113,13157,14445
33,298,298.000,602,1301,1662,3336,4805,5978,11154,11934,12530
34,311,311.000,574,1305,1881,3206,4908,5997,6501,11539,13242
35,311,311.000,544,1301,1856,3217,4619,5905,6494,12391,16820
36,446,446.000,319,740,1526,2230,2918,5047,5760,11312,11712
37,617,617.000,306,685,1495,1614,2284,2916,3137,5720,5917
38,547,547.000,282,697,1516,1829,2494,3246,5368,7197,13061
39,314,314.000,554,1294,2964,3174,4535,5864,6357,11884,12881
40,290,290.000,555,1294,2916,3447,4946,6159,11227,12394,15256
41,360,360.000,327,1239,1779,2780,3333,6092,6992,13523,19446
42,352,352.000,338,1255,1661,2823,4167,5753,6396,12808,13423
43,305,305.000,421,1285,2870,3284,4873,6073,8031,11480,13345
44,285,285.000,553,1334,3153,3486,4933,6185,6552,11655,13482
45,389,389.000,300,818,1724,2570,3207,5517,6540,11848,16942
46,410,410.000,308,1100,1613,2426,3728,5262,5995,6851,11413
47,327,327.000,501,1288,1605,3062,4795,5831,6373,11539,14232
48,574,574.000,311,720,1298,1735,2429,3025,3536,5889,11814
49,471,471.000,304,766,1658,2114,2726,4338,5767,10190,12929
50,306,306.000,311,1265,2178,3259,4290,6428,9745,17792,21422
51,451,451.000,296,831,1739,2219,3052,4178,6231,10514,14258
52,307,307.000,544,1343,1852,3233,4974,6517,8109,10889,16494
53,425,425.000,277,847,1686,2342,2984,4984,6526,11417,18483
54,555,555.000,253,697,1561,1800,2563,3212,5354,5959,8115
55,342,342.000,291,1254,1642,2918,4395,5581,6842,11537,12909
56,303,303.000,587,1337,1855,3277,5152,6042,6731,11587,12005
57,468,468.000,281,726,1714,2131,2782,4396,5522,11110,12849
58,360,360.000,395,1237,1560,2772,4015,5680,6333,12990,13876
59,328,328.000,543,1273,1570,3036,4568,5824,6391,11394,12157
