Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,222,222.000,890,1746,3313,4477,5808,8546,11897,21192,31589
1,243,243.000,903,1771,2641,4111,6278,7682,8816,14079,22474
2,418,418.000,455,995,1968,2371,3007,4729,6410,9044,13964
3,424,424.000,413,996,1745,2351,3115,4955,5773,7099,13238
4,334,334.000,405,1256,1919,2984,4065,6242,7689,13192,15991
5,369,369.000,360,1210,1805,2709,3762,5787,7030,11795,16115
6,283,283.000,733,1361,3287,3515,5078,5904,7311,12873,19349
7,463,463.000,296,721,1601,2151,2756,5323,5819,11275,12730
8,526,526.000,311,710,1388,1894,2509,3501,5482,11018,12873
9,525,525.000,280,791,1381,1895,2602,3499,4824,6965,10972
10,331,331.000,610,1307,2146,3017,4323,5581,6061,12439,18729
11,493,493.000,350,781,1713,2018,2671,3437,5740,7337,12767
12,486,486.000,311,755,1462,2048,2704,4466,5553,9110,12681
13,441,441.000,321,805,1584,2256,3035,4993,5916,7602,13800
14,499,499.000,336,736,1644,2004,2605,3558,5716,7202,14630
15,333,333.000,593,1228,1605,2981,4405,5593,6197,11592,12183
16,432,432.000,297,752,1596,2307,2842,5535,6336,12483,13853
17,280,280.000,592,1380,1826,3565,5580,6787,10703,13058,14635
18,343,343.000,290,1203,1809,2908,4215,5709,7132,12203,18993
19,483,483.000,271,714,1572,2047,2540,4244,6065,8843,14158
20,508,508.000,293,681,1588,1973,2563,4685,5552,7209,13332
21,426,426.000,308,792,1517,2329,3011,5397,6082,11286,13945
22,300,300.000,568,1277,1702,3337,4871,6224,11077,11513,11753
23,312,312.000,330,1349,1736,3197,4955,6737,7322,13476,14202
24,411,411.000,292,743,1687,2424,3045,5516,6592,12541,19364
25,290,290.000,337,1480,2265,3456,5426,6798,7168,12901,13488
26,532,532.000,271,720,1489,1872,2524,3305,5455,6851,14043
27,541,541.000,287,732,1658,1837,2480,3112,5322,5955,8066
28,385,385.000,314,1213,1715,2592,3728,5398,6034,11619,12880
29,358,358.000,321,1228,2045,2785,3956,5723,6220,11894,12426
30,368,368.000,300,1246,1776,2718,3937,6077,7038,12758,15107
31,495,495.000,277,747,1314,2012,2595,4300,5707,11755,15303
32,409,409.000,344,829,1622,2435,2999,5629,6297,11663,13169
33,289,289.000,520,1335,2975,3451,5027,6361,7509,12821,13092
34,517,517.000,305,739,1571,1930,2566,3654,5585,6657,11436
35,594,594.000,287,709,1525,1679,2402,2992,3379,5777,6443
36,488,488.000,301,755,1544,2047,2661,3842,5750,12434,12862
37,374,374.000,307,1203,1613,2672,3707,5562,6101,12465,15010
38,404,404.000,312,826,1666,2479,2975,5611,6733,12642,13551
39,380,380.000,311,1212,1559,2610,3758,5657,6411,12294,13311
40,328,328.000,325,1253,1924,3051,4808,5912,6405,11264,13083
41,340,340.000,333,1214,2102,2924,4265,5816,6990,10891,26568
42,252,252.000,614,1592,2928,3961,5942,7331,8690,15689,18896
43,358,358.000,431,1112,1896,2778,4080,5746,6933,12604,13602
44,315,315.000,298,1398,1741,3170,4813,6420,7370,12745,16907
45,454,454.000,285,717,1612,2205,2895,4650,5605,11283,11902
46,289,289.000,271,1382,1864,3440,5414,6917,7695,13425,13634
47,284,284.000,545,1366,2907,3515,5228,6718,7407,12407,14299
48,345,345.000,317,1242,1742,2893,4356,5742,7019,12420,17545
49,306,306.000,500,1278,2395,3266,4810,6068,7036,11784,12416
50,379,379.000,300,1188,1559,2628,3729,5576,6217,11193,11318
51,516,516.000,298,732,1460,1932,2721,3840,4904,5969,12211
52,568,568.000,270,725,1243,1759,2556,3106,3829,6298,13797
53,325,325.000,364,1220,2181,3065,4441,6199,7713,11714,15474
54,263,263.000,497,1343,2532,3798,5176,6929,11185,18013,24265
55,376,376.000,310,1202,1637,2645,4081,5576,6190,12387,13246
56,573,573.000,286,702,1372,1743,2528,3108,4082,5687,10782
57,370,370.000,275,1257,1725,2698,3698,5896,7072,12400,12855
58,325,325.000,558,1266,1518,3068,4363,6007,6403,11506,12333
59,284,284.000,546,1377,3027,3508,4946,6314,7829,14098,14367
