Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.200,1.249,0.651,0.822,0.982,1.463,1.889,2.273,3.388,21.241,0.801
5,205.000,0.928,0.596,0.684,0.747,0.919,1.402,1.536,1.832,13.508,1.077
10,205.400,0.881,0.579,0.690,0.739,0.834,1.295,1.472,1.944,12.774,1.135
15,246.800,0.742,0.581,0.669,0.704,0.760,0.826,0.953,1.615,1.770,1.347
20,238.000,0.785,0.590,0.675,0.711,0.774,1.147,1.345,1.563,3.047,1.274
25,262.600,0.714,0.567,0.648,0.680,0.726,0.789,0.872,1.298,5.691,1.401
30,229.600,0.782,0.580,0.655,0.696,0.761,0.994,1.289,1.625,10.190,1.278
35,222.200,0.817,0.594,0.681,0.723,0.799,1.264,1.382,1.637,6.289,1.223
40,236.200,0.754,0.580,0.649,0.690,0.754,0.877,1.348,1.627,1.888,1.327
45,250.400,0.747,0.562,0.644,0.681,0.738,0.879,1.312,1.629,4.546,1.339
50,245.000,0.718,0.577,0.651,0.691,0.748,0.819,0.895,1.269,1.731,1.394
55,217.600,0.830,0.584,0.671,0.714,0.830,1.299,1.408,1.641,3.534,1.204
