Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,153.800,3.976,1.115,2.730,3.566,5.003,6.301,6.992,10.295,15.299,0.252
5,183.800,3.485,1.254,2.274,3.008,4.365,5.884,6.937,8.131,16.112,0.287
10,206.000,3.172,0.953,2.146,2.749,3.708,5.444,6.348,7.520,10.256,0.315
15,195.600,3.313,1.274,2.244,2.939,4.031,5.539,6.235,7.389,11.068,0.302
20,159.800,4.026,1.239,2.643,3.628,5.188,6.531,7.190,8.970,15.613,0.248
25,188.400,3.405,1.071,2.209,2.925,4.290,5.829,6.588,7.836,15.122,0.294
30,157.000,4.041,1.446,2.719,3.861,5.250,6.297,6.904,7.931,9.654,0.247
35,166.400,3.907,1.422,2.582,3.602,5.139,6.052,6.651,7.713,10.440,0.256
40,170.000,3.849,1.415,2.620,3.518,5.084,6.102,6.596,8.067,9.815,0.260
45,183.600,3.517,1.045,2.264,3.020,4.619,5.982,6.581,7.473,8.393,0.284
50,191.800,3.452,1.077,2.349,2.987,4.209,5.595,6.350,7.785,10.780,0.290
55,154.200,4.266,1.513,2.777,3.982,5.615,6.719,7.296,9.129,12.577,0.234
