Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,155.600,1.316,0.641,0.800,1.198,1.558,1.783,1.963,4.822,34.074,0.760
5,157.400,1.195,0.622,0.783,1.216,1.400,1.580,1.693,2.206,11.092,0.837
10,179.000,1.083,0.627,0.749,0.930,1.349,1.571,1.678,2.213,10.062,0.923
15,174.200,1.053,0.586,0.703,0.802,1.391,1.572,1.677,2.005,9.711,0.950
20,160.000,1.089,0.622,0.728,1.189,1.378,1.516,1.601,1.846,2.677,0.919
25,176.000,1.035,0.597,0.695,0.764,1.362,1.592,1.692,2.100,16.548,0.966
30,175.600,1.061,0.585,0.728,0.970,1.327,1.529,1.616,1.959,10.038,0.942
35,186.400,0.968,0.599,0.704,0.771,1.270,1.482,1.576,1.868,6.300,1.033
40,192.200,0.899,0.593,0.673,0.730,1.079,1.445,1.578,1.838,2.022,1.112
45,191.400,0.915,0.595,0.686,0.747,1.017,1.382,1.539,1.991,15.567,1.093
50,187.800,0.950,0.599,0.716,0.789,1.177,1.383,1.532,1.785,10.128,1.052
55,180.800,0.972,0.609,0.693,0.758,1.305,1.555,1.638,1.866,3.365,1.028
