Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.800,0.984,0.308,0.428,0.631,1.276,1.933,2.518,4.258,4.258,1.016
5,17.200,0.601,0.271,0.329,0.387,0.535,0.806,1.129,8.132,8.132,1.665
10,17.600,0.489,0.232,0.303,0.361,0.591,0.697,0.785,4.409,4.409,2.045
15,16.400,0.423,0.233,0.287,0.329,0.593,0.660,0.783,0.975,0.975,2.364
20,14.600,0.379,0.252,0.279,0.306,0.353,0.681,0.732,0.841,0.841,2.635
25,20.800,0.350,0.221,0.276,0.300,0.345,0.579,0.726,0.805,1.009,2.861
30,22.600,0.370,0.218,0.271,0.290,0.400,0.596,0.688,0.882,0.973,2.703
35,22.600,0.396,0.210,0.274,0.307,0.546,0.663,0.776,0.933,1.054,2.527
40,18.400,0.339,0.214,0.269,0.293,0.348,0.581,0.630,0.795,0.795,2.950
45,25.400,0.340,0.206,0.261,0.282,0.340,0.591,0.613,1.023,1.080,2.939
50,21.200,0.322,0.227,0.270,0.290,0.353,0.417,0.471,0.628,0.749,3.102
55,19.000,0.358,0.207,0.263,0.281,0.350,0.584,0.657,2.431,2.431,2.797
