Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,1.274,0.334,0.497,0.802,1.396,2.543,3.175,11.731,11.731,0.785
5,14.000,0.735,0.306,0.412,0.697,0.799,0.892,1.964,3.718,3.718,1.361
10,19.200,0.555,0.277,0.384,0.515,0.720,0.796,0.874,2.389,2.389,1.800
15,18.600,0.467,0.295,0.341,0.378,0.613,0.699,0.773,0.814,0.814,2.142
20,14.000,0.543,0.302,0.360,0.495,0.714,0.812,0.903,0.946,0.946,1.843
25,18.000,0.473,0.267,0.328,0.360,0.611,0.771,0.827,2.509,2.509,2.115
30,13.800,0.610,0.273,0.353,0.598,0.774,0.832,0.880,2.665,2.665,1.639
35,11.200,0.611,0.302,0.401,0.635,0.766,0.807,0.848,0.883,0.883,1.635
40,15.000,0.510,0.266,0.328,0.415,0.679,0.816,0.878,1.184,1.184,1.959
45,14.200,0.580,0.284,0.437,0.609,0.694,0.783,0.829,0.931,0.931,1.724
50,19.600,0.503,0.257,0.320,0.354,0.447,0.652,0.763,9.409,9.409,1.989
55,16.000,0.665,0.285,0.594,0.672,0.775,0.832,0.930,1.823,1.823,1.503
