Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,0.883,0.291,0.385,0.571,0.882,1.407,1.645,14.439,14.439,1.133
5,18.000,0.559,0.291,0.350,0.397,0.535,0.776,0.830,9.008,9.008,1.789
10,18.600,0.493,0.267,0.317,0.363,0.448,0.636,1.079,3.194,3.194,2.028
15,17.600,0.375,0.242,0.294,0.327,0.386,0.598,0.685,0.809,0.809,2.664
20,21.200,0.348,0.239,0.289,0.308,0.328,0.585,0.622,0.758,0.839,2.871
25,17.600,0.353,0.224,0.281,0.309,0.363,0.555,0.627,0.928,0.928,2.834
30,23.400,0.351,0.224,0.281,0.306,0.368,0.554,0.622,0.822,0.844,2.847
35,18.800,0.301,0.234,0.278,0.296,0.313,0.351,0.378,0.495,0.495,3.327
40,22.800,0.325,0.207,0.265,0.291,0.333,0.431,0.651,0.698,0.703,3.072
45,25.000,0.407,0.224,0.283,0.317,0.505,0.615,0.688,0.815,3.130,2.455
50,18.600,0.418,0.223,0.289,0.325,0.529,0.731,0.805,1.181,1.181,2.393
55,21.200,0.389,0.267,0.319,0.342,0.402,0.538,0.745,0.820,0.908,2.570
