Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,9.571,5.703,6.038,7.427,12.451,14.495,17.066,25.468,25.468,0.104
5,12.600,11.399,5.496,8.705,12.297,13.331,13.686,14.721,26.097,26.097,0.088
10,13.600,8.735,5.522,5.806,6.686,11.815,12.893,13.380,15.717,15.717,0.114
15,20.800,7.655,5.254,5.607,5.752,11.097,12.675,13.223,14.452,19.319,0.131
20,16.600,8.513,5.305,5.641,6.011,12.152,13.391,13.662,14.711,14.711,0.117
25,16.600,7.860,5.314,5.532,5.743,11.543,13.269,13.714,16.223,16.223,0.127
30,15.200,10.160,5.195,8.425,11.048,12.351,12.984,13.131,17.946,17.946,0.098
35,12.400,10.713,5.373,7.086,11.607,12.561,14.401,15.196,18.003,18.003,0.093
40,15.200,8.540,5.294,5.764,6.136,12.723,13.809,14.215,15.119,15.119,0.117
45,13.800,10.398,5.396,10.743,11.062,11.387,11.978,12.492,14.183,14.183,0.096
50,19.600,7.588,4.981,5.598,6.036,10.495,11.995,12.785,19.441,19.441,0.132
55,14.400,10.741,5.256,10.592,11.905,12.728,13.222,13.537,14.308,14.308,0.093
