Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.000,1.493,0.847,1.112,1.359,1.724,2.158,2.598,4.358,4.358,0.670
5,15.000,1.367,0.823,1.162,1.293,1.509,1.702,2.129,2.392,2.392,0.731
10,22.200,1.289,0.762,1.100,1.219,1.418,1.611,1.751,2.089,2.177,0.776
15,18.800,1.255,0.856,1.097,1.216,1.384,1.566,1.660,1.994,1.994,0.797
20,19.600,1.211,0.850,1.078,1.196,1.324,1.448,1.580,1.788,1.788,0.826
25,18.200,1.294,0.877,1.083,1.242,1.392,1.579,2.157,2.409,2.409,0.773
30,18.600,1.297,0.800,1.105,1.235,1.388,1.572,1.764,5.063,5.063,0.771
35,18.800,1.318,0.735,1.107,1.245,1.423,1.651,2.092,2.919,2.919,0.759
40,20.200,1.351,0.883,1.159,1.339,1.442,1.657,1.758,2.127,3.253,0.740
45,19.000,1.332,0.872,1.134,1.272,1.383,1.613,1.695,4.883,4.883,0.751
50,23.200,1.273,0.839,1.088,1.184,1.326,1.497,2.041,3.244,3.754,0.785
55,17.000,1.346,0.918,1.115,1.249,1.414,1.828,2.285,3.096,3.096,0.743
