Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,1.062,0.389,0.466,0.766,1.510,1.841,2.054,4.151,4.151,0.942
5,18.400,0.566,0.286,0.381,0.422,0.720,0.837,1.300,2.828,2.828,1.766
10,21.600,0.833,0.316,0.354,0.393,0.689,0.865,1.747,11.186,15.017,1.201
15,23.000,0.454,0.306,0.335,0.356,0.393,0.627,0.723,0.887,6.777,2.202
20,23.600,0.603,0.257,0.324,0.351,0.398,0.501,0.755,10.759,14.174,1.660
25,19.000,0.429,0.287,0.322,0.346,0.424,0.651,0.708,2.832,2.832,2.331
30,20.000,0.430,0.273,0.317,0.340,0.477,0.724,0.800,2.086,2.086,2.323
35,17.600,0.396,0.249,0.314,0.337,0.396,0.663,0.713,1.195,1.195,2.524
40,19.800,0.373,0.276,0.318,0.337,0.376,0.488,0.642,0.876,0.876,2.684
45,20.000,0.387,0.255,0.323,0.346,0.391,0.614,0.655,0.826,0.826,2.585
50,15.600,0.492,0.260,0.335,0.453,0.622,0.750,0.935,0.984,0.984,2.031
55,17.200,0.477,0.281,0.333,0.370,0.615,0.779,0.821,1.208,1.208,2.096
