Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.800,1.127,0.336,0.452,0.780,1.552,1.977,2.961,5.903,5.903,0.888
5,17.000,0.460,0.259,0.324,0.357,0.420,0.649,0.756,5.085,5.085,2.174
10,18.600,0.444,0.251,0.300,0.332,0.433,0.660,0.787,4.037,4.037,2.251
15,19.000,0.354,0.219,0.277,0.305,0.365,0.550,0.644,0.862,0.862,2.822
20,22.000,0.332,0.240,0.279,0.306,0.345,0.420,0.523,0.808,0.877,3.013
25,17.600,0.434,0.241,0.293,0.330,0.567,0.738,0.807,1.585,1.585,2.306
30,22.400,0.349,0.220,0.274,0.301,0.332,0.397,0.472,1.973,2.043,2.864
35,22.400,0.319,0.209,0.266,0.294,0.330,0.401,0.522,0.593,1.461,3.131
40,19.400,0.431,0.212,0.278,0.302,0.350,0.562,0.758,8.366,8.366,2.322
45,21.800,0.408,0.239,0.264,0.292,0.330,0.476,0.621,0.824,9.074,2.452
50,22.000,0.340,0.239,0.271,0.294,0.343,0.474,0.669,0.753,1.102,2.939
55,19.800,0.390,0.248,0.316,0.341,0.402,0.617,0.708,0.920,0.920,2.561
