Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,175.200,3.602,1.243,2.388,3.084,4.097,5.853,7.163,12.021,20.167,0.278
5,210.400,2.945,1.136,2.006,2.588,3.191,4.974,5.965,7.482,17.757,0.340
10,187.800,3.347,1.006,2.156,2.870,4.245,5.796,6.737,7.635,13.206,0.299
15,247.000,2.588,1.063,1.931,2.403,2.919,3.481,4.836,6.403,8.056,0.386
20,240.400,2.648,1.032,1.969,2.476,2.945,3.529,4.879,6.752,9.463,0.378
25,241.200,2.708,1.324,1.947,2.483,2.969,3.745,5.236,7.452,19.069,0.369
30,217.600,2.936,0.981,2.055,2.646,3.209,4.749,5.790,7.801,13.320,0.341
35,220.600,2.933,1.069,2.084,2.638,3.262,4.859,5.572,6.409,7.266,0.341
40,228.800,2.861,1.068,1.954,2.509,3.121,4.605,5.673,7.639,15.230,0.349
45,262.800,2.475,0.950,1.936,2.414,2.867,3.199,3.392,5.274,14.359,0.404
50,242.200,2.625,1.108,2.050,2.508,3.017,3.417,3.897,6.086,7.704,0.381
55,231.000,2.808,0.976,2.004,2.553,3.136,4.535,5.446,6.196,7.890,0.356
