Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,1.584,0.955,1.192,1.344,1.642,1.898,2.266,13.936,13.936,0.631
5,20.800,1.264,0.876,1.118,1.258,1.395,1.506,1.673,1.814,1.866,0.791
10,14.200,1.455,0.822,1.109,1.279,1.400,1.845,2.578,8.350,8.350,0.687
15,19.200,1.294,0.862,1.115,1.259,1.386,1.631,1.901,2.924,2.924,0.773
20,19.400,1.273,0.849,1.085,1.214,1.360,1.509,1.716,3.597,3.597,0.786
25,20.400,1.251,0.739,1.084,1.204,1.356,1.537,1.786,2.020,2.476,0.799
30,19.800,1.220,0.776,1.089,1.194,1.299,1.482,1.604,2.223,2.223,0.820
35,22.000,1.231,0.766,1.086,1.218,1.315,1.479,1.629,1.839,2.236,0.812
40,23.400,1.193,0.822,1.106,1.192,1.273,1.383,1.514,1.587,1.706,0.838
45,20.000,1.248,0.842,1.106,1.218,1.360,1.502,1.637,2.301,2.301,0.801
50,15.800,1.391,0.904,1.087,1.234,1.554,1.889,2.161,3.208,3.208,0.719
55,19.400,1.281,0.817,1.112,1.237,1.383,1.609,1.756,2.147,2.147,0.781
