Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,185.000,1.074,0.623,0.786,0.894,1.112,1.444,1.672,3.519,12.399,0.931
5,207.400,0.910,0.612,0.703,0.756,0.878,1.400,1.558,1.880,13.852,1.099
10,212.600,0.915,0.588,0.708,0.758,0.873,1.365,1.537,2.065,11.009,1.093
15,236.600,0.817,0.591,0.671,0.712,0.789,1.140,1.485,1.910,10.428,1.223
20,230.200,0.819,0.594,0.676,0.721,0.798,1.280,1.390,1.664,8.538,1.220
25,207.600,0.838,0.617,0.691,0.733,0.801,1.075,1.472,2.101,12.500,1.193
30,213.400,0.841,0.579,0.673,0.723,0.822,1.259,1.517,1.959,7.558,1.189
35,262.000,0.734,0.591,0.683,0.713,0.764,0.815,0.865,1.057,2.550,1.362
40,239.000,0.763,0.578,0.655,0.689,0.763,0.997,1.297,1.552,2.662,1.311
45,208.600,0.910,0.593,0.687,0.744,1.030,1.302,1.447,3.094,8.932,1.099
50,195.800,0.923,0.592,0.712,0.792,1.014,1.347,1.527,2.146,5.344,1.084
55,233.400,0.760,0.585,0.663,0.705,0.776,0.898,1.248,1.589,2.126,1.316
