Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,374.800,2.656,0.362,0.965,1.942,3.187,6.048,7.270,12.287,22.575,0.377
5,508.000,1.961,0.309,0.743,1.554,2.603,3.668,5.640,7.209,17.747,0.510
10,524.800,1.895,0.267,0.708,1.515,2.519,3.338,5.475,7.971,17.942,0.528
15,553.600,1.798,0.269,0.689,1.483,2.472,3.180,5.280,6.421,17.431,0.556
20,540.400,1.845,0.262,0.715,1.472,2.525,3.242,5.457,6.183,13.277,0.542
25,512.000,1.948,0.274,0.718,1.505,2.623,3.751,5.449,7.256,16.955,0.513
30,552.200,1.805,0.267,0.704,1.449,2.500,3.160,5.313,6.379,16.019,0.554
35,559.600,1.783,0.260,0.687,1.470,2.484,3.150,5.345,6.359,12.665,0.561
40,508.800,1.961,0.270,0.726,1.482,2.627,3.796,5.627,7.188,13.154,0.510
45,516.200,1.930,0.266,0.715,1.477,2.602,3.703,5.575,6.669,13.572,0.518
50,384.200,2.597,0.248,0.959,1.859,3.551,5.691,6.628,10.038,19.946,0.385
55,555.800,1.793,0.279,0.706,1.531,2.439,3.174,5.278,6.175,14.440,0.558
