Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,398.400,2.498,0.338,0.856,1.810,3.022,5.691,6.765,13.539,18.592,0.400
5,412.800,2.413,0.304,0.832,1.696,3.149,5.350,6.181,11.550,18.110,0.414
10,428.400,2.325,0.318,0.787,1.663,2.967,5.287,5.941,11.361,24.437,0.430
15,459.400,2.169,0.274,0.738,1.592,2.812,4.909,5.853,11.209,15.899,0.461
20,504.200,1.978,0.272,0.721,1.542,2.636,3.912,5.548,9.312,16.332,0.506
25,486.000,2.052,0.272,0.723,1.598,2.588,4.285,5.740,8.023,18.680,0.487
30,522.400,1.908,0.258,0.728,1.468,2.623,3.585,5.512,6.675,24.947,0.524
35,509.400,1.958,0.269,0.713,1.542,2.621,3.795,5.551,7.064,13.964,0.511
40,554.800,1.796,0.264,0.704,1.489,2.481,3.178,5.334,6.104,16.862,0.557
45,549.400,1.816,0.280,0.716,1.430,2.493,3.170,5.385,6.609,15.149,0.551
50,450.200,2.215,0.261,0.746,1.673,2.812,4.854,5.722,11.121,18.417,0.451
55,511.000,1.950,0.274,0.725,1.495,2.568,3.702,5.619,7.221,14.960,0.513
