Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,348.400,2.861,0.367,1.248,2.068,3.818,5.720,6.676,11.842,19.300,0.350
5,302.000,3.295,0.370,1.338,2.225,4.805,6.366,8.167,13.172,20.406,0.303
10,354.400,2.814,0.323,1.019,1.836,3.781,6.166,7.355,13.163,21.571,0.355
15,349.600,2.849,0.334,1.052,1.939,3.777,6.098,7.375,12.903,21.139,0.351
20,405.800,2.457,0.283,0.800,1.671,3.059,5.545,6.346,13.216,18.930,0.407
25,304.400,3.275,0.335,1.287,1.924,4.432,6.220,8.093,13.429,261.569,0.305
30,371.000,2.689,0.286,1.201,1.723,3.629,5.688,6.950,12.791,16.117,0.372
35,365.600,2.727,0.301,0.821,1.866,3.110,5.735,6.696,13.108,344.130,0.367
40,371.200,2.688,0.294,1.066,1.868,3.368,5.946,7.080,13.011,16.579,0.372
45,355.800,2.803,0.265,1.223,1.889,3.856,5.819,6.739,13.027,26.786,0.357
50,414.600,2.407,0.289,0.818,1.818,3.085,5.362,6.411,10.011,15.864,0.415
55,354.800,2.808,0.299,0.871,1.979,3.278,6.424,7.767,12.529,25.543,0.356
