Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1707782295.344529,14932,0,1
1,NewOrder,1707782295.359560,7132,0,1
1,NewOrder,1707782295.366709,6142,0,1
1,NewOrder,1707782295.372869,10223,0,1
4,Delivery,1707782295.383109,22575,0,1
1,NewOrder,1707782295.405701,9166,0,1
4,Delivery,1707782295.414884,14884,0,1
2,Payment,1707782295.429785,4469,0,1
2,Payment,1707782295.434273,2874,0,1
1,NewOrder,1707782295.437165,8534,0,1
2,Payment,1707782295.445720,2674,0,1
1,NewOrder,1707782295.448414,8143,0,1
2,Payment,1707782295.456578,2889,0,1
2,Payment,1707782295.459487,2789,0,1
2,Payment,1707782295.462302,15193,0,1
2,Payment,1707782295.477515,2494,0,1
2,Payment,1707782295.480027,2420,0,1
1,NewOrder,1707782295.482464,7509,0,1
1,NewOrder,1707782295.489994,7923,0,1
1,NewOrder,1707782295.497938,8642,0,1
1,NewOrder,1707782295.506601,3799,0,1
4,Delivery,1707782295.510421,14344,0,1
2,Payment,1707782295.524786,2276,0,1
2,Payment,1707782295.527079,2027,0,1
1,NewOrder,1707782295.529125,6664,0,1
1,NewOrder,1707782295.535809,6314,0,1
2,Payment,1707782295.542144,2326,0,1
2,Payment,1707782295.544487,2174,0,1
2,Payment,1707782295.546678,1631,0,1
1,NewOrder,1707782295.548323,6549,0,1
1,NewOrder,1707782295.554893,6801,0,1
1,NewOrder,1707782295.561714,5099,0,1
1,NewOrder,1707782295.566838,3634,0,1
2,Payment,1707782295.570492,1989,0,1
5,StockLevel,1707782295.572499,3132,0,1
1,NewOrder,1707782295.575654,7862,0,1
1,NewOrder,1707782295.583540,5807,0,1
2,Payment,1707782295.589369,2126,0,1
1,NewOrder,1707782295.591517,4752,0,1
2,Payment,1707782295.596294,1886,0,1
3,OrderStatus,1707782295.598201,2819,0,1
1,NewOrder,1707782295.601040,4774,0,1
1,NewOrder,1707782295.605834,6249,0,1
2,Payment,1707782295.612111,2015,0,1
5,StockLevel,1707782295.614156,2028,0,1
2,Payment,1707782295.616203,2041,0,1
1,NewOrder,1707782295.618263,7433,0,1
2,Payment,1707782295.625719,2084,0,1
2,Payment,1707782295.627822,1733,0,1
2,Payment,1707782295.629571,1703,0,1
4,Delivery,1707782295.631289,13509,0,1
1,NewOrder,1707782295.644821,4795,0,1
1,NewOrder,1707782295.649639,4448,0,1
1,NewOrder,1707782295.654109,6626,0,1
2,Payment,1707782295.660759,1940,0,1
1,NewOrder,1707782295.662715,6892,0,1
5,StockLevel,1707782295.669632,1975,0,1
5,StockLevel,1707782295.671624,2360,0,1
2,Payment,1707782295.674003,1991,0,1
1,NewOrder,1707782295.676013,4261,0,1
1,NewOrder,1707782295.680297,4706,0,1
2,Payment,1707782295.685027,2248,0,1
1,NewOrder,1707782295.687296,7346,0,1
2,Payment,1707782295.694665,2524,0,1
1,NewOrder,1707782295.697226,7479,0,1
5,StockLevel,1707782295.704743,2104,0,1
1,NewOrder,1707782295.706868,8602,0,1
2,Payment,1707782295.715494,1956,0,1
2,Payment,1707782295.717467,2162,0,1
2,Payment,1707782295.719645,2667,0,1
2,Payment,1707782295.722331,1699,0,1
2,Payment,1707782295.724046,2942,0,1
1,NewOrder,1707782295.727005,7270,0,1
2,Payment,1707782295.734323,3236,0,1
2,Payment,1707782295.737595,2118,0,1
3,OrderStatus,1707782295.739735,2075,0,1
1,NewOrder,1707782295.741828,4955,0,1
2,Payment,1707782295.746806,1943,0,1
1,NewOrder,1707782295.748765,6636,0,1
1,NewOrder,1707782295.755422,5295,0,1
2,Payment,1707782295.760741,2504,0,1
1,NewOrder,1707782295.763264,5972,0,1
1,NewOrder,1707782295.769262,4823,0,1
2,Payment,1707782295.774109,1656,0,1
2,Payment,1707782295.775780,1588,0,1
5,StockLevel,1707782295.777383,1644,0,1
2,Payment,1707782295.779041,1920,0,1
1,NewOrder,1707782295.781003,7994,0,1
1,NewOrder,1707782295.789020,7395,0,1
2,Payment,1707782295.796438,2211,0,1
2,Payment,1707782295.798663,3117,0,1
1,NewOrder,1707782295.801799,4325,0,1
2,Payment,1707782295.806143,1980,0,1
1,NewOrder,1707782295.808136,3414,0,1
5,StockLevel,1707782295.811562,1486,0,1
2,Payment,1707782295.813060,1924,0,1
1,NewOrder,1707782295.815007,4641,0,1
2,Payment,1707782295.819663,2154,0,1
2,Payment,1707782295.821852,1916,0,1
1,NewOrder,1707782295.823785,6047,0,1
2,Payment,1707782295.829849,4702,0,1
3,OrderStatus,1707782295.834573,1496,0,1
1,NewOrder,1707782295.836086,4847,0,1
2,Payment,1707782295.840953,2070,0,1
1,NewOrder,1707782295.843040,4305,0,1
1,NewOrder,1707782295.847365,4769,0,1
1,NewOrder,1707782295.852153,3848,0,1
2,Payment,1707782295.856018,1694,0,1
