Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,9.985,5.738,6.458,9.645,12.355,15.694,16.977,18.849,18.849,0.100
5,13.600,10.251,5.471,6.820,11.376,12.343,14.088,14.631,18.326,18.326,0.098
10,18.400,7.548,5.251,5.666,5.962,9.203,12.210,13.931,14.470,14.470,0.132
15,15.000,8.743,5.413,5.687,6.600,12.878,13.520,13.944,15.717,15.717,0.114
20,13.400,9.039,5.350,5.681,6.604,12.615,13.825,14.007,14.812,14.812,0.111
25,15.200,9.675,5.323,5.842,10.714,12.628,13.507,13.964,15.756,15.756,0.103
30,16.800,8.001,5.291,5.741,5.994,11.153,12.936,13.710,15.279,15.279,0.125
35,15.200,7.665,5.374,5.716,5.904,11.188,12.714,13.020,13.837,13.837,0.130
40,13.600,11.604,5.412,11.166,12.644,13.283,14.675,15.896,17.937,17.937,0.086
45,14.000,9.342,5.249,5.748,10.916,11.804,13.315,13.462,14.394,14.394,0.107
50,18.400,8.501,5.330,5.862,6.611,11.481,12.964,13.596,15.415,15.415,0.118
55,17.600,8.859,5.195,5.641,8.901,11.956,13.038,13.752,14.730,14.730,0.113
