Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.000,1.265,0.637,0.791,1.023,1.463,1.783,2.160,5.359,17.517,0.791
5,176.600,1.073,0.615,0.739,0.887,1.348,1.561,1.668,2.070,8.034,0.932
10,205.200,0.938,0.585,0.676,0.740,1.065,1.471,1.624,1.972,9.241,1.066
15,198.600,0.909,0.575,0.661,0.715,1.037,1.492,1.584,1.839,13.108,1.100
20,214.600,0.860,0.585,0.659,0.704,0.878,1.376,1.531,1.817,4.277,1.163
25,218.000,0.852,0.582,0.689,0.744,0.865,1.267,1.387,1.921,10.300,1.173
30,180.000,1.012,0.589,0.700,0.806,1.300,1.475,1.631,1.917,11.867,0.988
35,208.600,0.969,0.581,0.671,0.760,1.269,1.395,1.512,1.768,11.882,1.032
40,180.400,1.033,0.560,0.704,0.957,1.314,1.472,1.574,1.807,2.824,0.968
45,207.200,0.912,0.570,0.678,0.731,1.157,1.523,1.660,2.030,3.201,1.096
50,198.200,0.847,0.592,0.708,0.760,0.860,1.189,1.401,1.626,3.969,1.181
55,228.000,0.823,0.593,0.664,0.711,0.798,1.321,1.494,1.803,4.712,1.215
