Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,145.800,4.299,1.285,2.575,3.781,5.631,6.947,7.871,12.623,21.109,0.233
5,214.600,2.963,1.115,2.060,2.636,3.217,4.960,5.814,7.087,12.950,0.337
10,208.000,3.048,1.215,2.070,2.690,3.327,5.096,5.903,7.596,13.805,0.328
15,239.000,2.720,1.235,1.984,2.519,2.980,4.067,5.409,6.611,15.372,0.368
20,259.200,2.504,0.995,1.912,2.392,2.871,3.245,3.802,5.998,12.228,0.399
25,237.400,2.760,0.940,1.955,2.476,2.991,4.267,5.784,7.569,12.640,0.362
30,228.000,2.906,1.066,2.078,2.566,3.142,4.569,5.893,7.795,18.739,0.344
35,257.200,2.405,1.006,1.908,2.338,2.795,3.086,3.236,5.137,12.838,0.416
40,252.000,2.535,1.364,1.992,2.425,2.868,3.203,3.638,6.018,10.618,0.395
45,238.600,2.652,0.990,1.942,2.461,2.990,3.773,5.099,6.565,8.251,0.377
50,257.800,2.422,0.938,1.928,2.349,2.843,3.156,3.378,4.233,9.496,0.413
55,237.000,2.635,1.004,1.939,2.446,2.958,3.698,4.915,6.819,7.598,0.379
