Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,229,229.000,1185,1842,3175,4342,5770,7478,12400,19367,26077
1,204,204.000,636,1887,4191,4901,6922,9059,13378,16737,18731
2,374,374.000,334,910,1782,2653,3310,5612,7485,13933,16715
3,454,454.000,308,833,1644,2196,2800,4622,6104,11372,12904
4,386,386.000,378,1071,1773,2582,3414,5071,6320,11921,13547
5,415,415.000,315,929,1592,2401,3213,5552,6188,9212,12097
6,365,365.000,309,973,2015,2727,3478,5943,6759,13895,17266
7,415,415.000,276,753,1163,2397,2497,3223,4457,6526,261497
8,422,422.000,271,821,1592,2362,3094,5464,6271,12315,13771
9,541,541.000,275,723,1478,1845,2476,3335,5209,6539,11901
10,345,345.000,289,1270,1658,2877,4168,5971,7488,12890,13490
11,489,489.000,262,745,1507,2037,2712,4521,5672,6838,11774
12,527,527.000,263,724,1310,1887,2530,3684,5349,7385,12105
13,460,460.000,284,772,1668,2142,2606,4220,5881,11885,15950
14,582,582.000,232,693,1286,1714,2498,3083,3706,6046,6859
15,446,446.000,274,745,1612,2217,2764,5133,5957,11275,13183
16,424,424.000,268,1000,1593,2365,3116,5196,5873,11362,12300
17,391,391.000,254,1200,1588,2539,3398,5692,6265,11401,13714
18,562,562.000,245,729,1298,1773,2567,3131,5577,5919,6155
19,448,448.000,233,778,1689,2226,2926,5183,5863,10752,12717
20,329,329.000,273,1285,1711,3035,4354,6026,7239,12070,14551
21,507,507.000,252,737,1561,1968,2638,3815,5471,7025,13596
22,616,616.000,255,681,1006,1628,2384,3009,3401,5723,7585
23,571,571.000,253,717,1486,1737,2426,3184,4158,5858,6454
24,490,490.000,261,753,1692,2032,2710,3946,5719,7521,15121
25,509,509.000,250,716,1492,1960,2593,3360,5647,11023,13116
26,544,544.000,243,695,1344,1833,2517,3759,5638,6632,7401
27,594,594.000,244,696,1588,1677,2382,3014,3337,6026,6493
28,482,482.000,275,722,1665,2069,2754,4331,5627,8405,13490
29,487,487.000,221,712,1571,2045,2645,4270,5703,11470,13466
30,411,411.000,255,792,1464,2425,3212,5490,6006,11642,12182
31,564,564.000,251,692,1370,1770,2503,3148,5063,7013,14309
32,621,621.000,218,684,1394,1604,2298,2953,3160,5878,6898
33,527,527.000,239,680,1464,1895,2594,3862,5534,6913,11772
34,308,308.000,495,1339,2972,3250,4730,5919,6632,11529,12028
35,553,553.000,237,722,1194,1796,2521,3190,5412,6210,15129
36,496,496.000,248,734,1406,2009,2827,4412,5581,6873,13205
37,376,376.000,210,1045,1779,2654,3721,5754,7211,12363,14899
38,415,415.000,259,791,1868,2398,3107,5236,6362,9409,14732
39,510,510.000,237,733,1645,1945,2571,3491,5767,7977,12998
40,531,531.000,239,744,1574,1876,2542,3265,5646,6318,19516
41,487,487.000,247,723,1572,2049,2809,4402,5608,6936,11727
42,438,438.000,238,789,1669,2274,2990,5405,6069,9022,13754
43,465,465.000,214,741,1639,2145,2669,5401,5955,12103,14269
44,450,450.000,269,816,1772,2214,2990,4731,5639,6973,12520
45,423,423.000,249,773,1508,2357,3185,5396,5877,11279,12163
46,479,479.000,240,720,1638,2081,2702,4534,5551,11208,12936
47,577,577.000,215,706,1218,1733,2540,3152,4619,5941,10186
48,580,580.000,227,709,1569,1714,2512,3037,3372,5849,6126
49,514,514.000,206,723,1418,1941,2606,3419,5353,11421,12113
50,498,498.000,240,716,1532,2002,2711,3895,5903,7361,11279
51,569,569.000,242,753,1127,1750,2595,3222,3625,6791,8411
52,456,456.000,270,833,1698,2183,3060,4307,5572,7394,9781
53,598,598.000,227,711,998,1671,2441,3165,3559,6061,6490
54,524,524.000,243,733,1761,1899,2608,3223,5403,6073,12224
55,487,487.000,261,742,1601,2046,2677,4165,5639,9233,13180
56,502,502.000,207,719,1585,1994,2568,3569,5371,11178,15359
57,502,502.000,214,740,1572,1978,2620,3300,5490,7648,13142
58,548,548.000,237,735,1687,1819,2465,3142,5320,5893,12447
59,377,377.000,211,833,1807,2639,3127,5703,6980,13010,15085
