Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,309.800,3.216,0.525,1.357,2.257,4.303,6.307,7.993,14.497,26.992,0.311
5,372.800,2.672,0.312,1.157,1.715,3.624,5.719,6.368,12.294,22.958,0.374
10,358.000,2.784,0.341,1.092,1.789,3.771,5.994,7.037,12.771,17.486,0.359
15,350.000,2.846,0.275,1.241,1.847,4.002,5.766,6.638,12.537,15.376,0.351
20,392.000,2.542,0.317,1.172,1.562,3.537,5.498,6.083,11.300,13.722,0.393
25,471.400,2.115,0.284,0.733,1.581,2.781,4.862,5.841,8.824,14.663,0.473
30,362.800,2.749,0.302,1.201,1.620,3.983,5.776,6.829,11.869,14.445,0.364
35,447.000,2.232,0.282,0.745,1.568,2.940,5.017,5.772,11.279,16.820,0.448
40,318.400,3.134,0.327,1.292,1.961,4.593,6.030,7.363,12.416,19.446,0.319
45,434.200,2.298,0.300,0.792,1.609,3.008,5.201,5.889,11.256,16.942,0.435
50,408.800,2.439,0.253,0.847,1.753,3.093,5.380,6.537,11.175,21.422,0.410
55,360.200,2.767,0.281,1.244,1.654,4.034,5.641,6.321,11.584,13.876,0.361
