Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,204,204.000,1441,2133,4178,4871,6169,8816,12213,16376,25662
1,419,419.000,502,1002,1954,2363,2990,3784,6623,13048,15252
2,524,524.000,355,851,1451,1901,2610,3279,4358,6294,15952
3,321,321.000,391,1353,2041,3118,4554,6072,7365,12670,13780
4,357,357.000,362,1231,1693,2803,3678,5784,6485,14680,20517
5,559,559.000,281,720,1447,1769,2509,3170,5025,6150,8228
6,593,593.000,318,707,1271,1677,2367,2979,3347,5861,21688
7,511,511.000,331,756,1538,1953,2616,3734,4993,6058,11991
8,431,431.000,325,769,1564,2313,2997,5009,5782,11317,21499
9,539,539.000,344,707,1255,1850,2590,3434,5458,6195,12536
10,470,470.000,331,751,1744,2112,2608,4358,5889,11654,14159
11,406,406.000,279,762,1675,2454,2968,5392,6232,12932,23291
12,394,394.000,350,1184,1634,2529,3631,5230,6086,11808,18157
13,508,508.000,279,743,1601,1968,2667,3344,5789,7046,13059
14,539,539.000,307,726,1505,1845,2543,3223,5603,6428,12228
15,529,529.000,272,731,1430,1881,2554,3389,5528,6434,13136
16,412,412.000,293,755,1574,2407,3153,5611,6162,11211,13155
17,492,492.000,305,755,1355,2008,2561,4414,5499,9685,21281
18,513,513.000,287,748,1627,1949,2641,3513,5528,7352,11993
19,490,490.000,313,718,1520,2031,2668,4349,5667,7418,13623
20,528,528.000,310,727,1496,1885,2555,3327,5562,6607,12975
21,426,426.000,280,782,1682,2342,3024,5362,5901,11129,18926
22,492,492.000,286,726,1564,2027,2770,4390,5411,10778,11670
23,554,554.000,292,699,1592,1800,2453,3045,5333,5998,12083
24,527,527.000,298,683,1563,1898,2497,3772,5483,6292,11104
25,406,406.000,300,855,1696,2449,3160,5605,6332,11370,13866
26,593,593.000,302,715,1192,1680,2441,3029,3289,5787,21326
27,579,579.000,301,709,1199,1722,2481,3072,5327,6005,6248
28,436,436.000,301,746,1607,2288,2935,5389,6020,11473,13696
29,544,544.000,281,731,1539,1844,2442,3228,5352,6282,10941
30,546,546.000,286,682,1511,1814,2549,3145,5465,6338,15023
31,389,389.000,302,995,1688,2566,3208,5416,6941,13705,15404
32,492,492.000,279,741,1424,2031,2719,4174,5595,10995,19338
33,513,513.000,276,715,1553,1940,2573,3950,5559,6691,11979
34,571,571.000,255,712,1561,1745,2429,3044,5280,6153,11657
35,446,446.000,312,764,1551,2241,2848,5101,5986,11383,13714
36,545,545.000,286,719,1550,1825,2549,3211,5209,5805,13307
37,555,555.000,285,717,1577,1801,2473,3181,5491,5909,10371
38,502,502.000,276,714,1582,1983,2556,4103,5538,6912,13741
39,551,551.000,279,674,1476,1810,2498,3199,5417,5954,11098
40,573,573.000,276,669,1550,1740,2455,3065,5116,5974,12828
41,547,547.000,293,693,1464,1821,2537,3197,5382,5927,10485
42,586,586.000,294,703,1277,1702,2501,3065,3925,5799,6259
43,571,571.000,265,710,1284,1752,2485,3070,5472,5952,8487
44,581,581.000,288,696,1118,1726,2523,3133,5480,5842,11090
45,585,585.000,264,651,1231,1689,2393,3041,5211,6017,11165
46,590,590.000,283,670,1503,1690,2369,2981,3223,5741,13145
47,610,610.000,290,688,1011,1635,2216,3110,4139,5771,11106
48,546,546.000,299,720,1598,1826,2505,3107,5420,6480,7502
49,496,496.000,261,718,1376,2033,2787,4227,5638,11226,13479
50,466,466.000,285,729,1594,2119,2699,4592,5968,11980,15851
51,503,503.000,303,778,1606,1981,2618,3337,5907,8532,16703
52,277,277.000,532,1525,3058,3612,5236,7222,7829,12752,16129
53,345,345.000,297,876,1774,2891,3908,6654,8031,13393,16531
54,478,478.000,273,762,1618,2081,2701,4252,5450,10920,13335
55,578,578.000,277,689,1556,1725,2509,3109,3517,5597,6236
56,470,470.000,301,711,1560,2121,2894,5054,5617,7549,11653
57,418,418.000,274,795,1576,2396,3123,5362,6177,11689,17025
58,539,539.000,243,715,1428,1846,2517,3674,5400,6202,11260
59,485,485.000,305,728,1527,2049,2635,4795,5624,7003,12782
