Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,9.682,5.687,6.036,7.176,13.565,15.683,17.071,21.554,21.554,0.103
5,20.600,7.911,5.490,5.809,5.992,9.325,13.228,13.600,17.962,18.566,0.126
10,17.800,6.969,5.379,5.676,5.886,6.369,11.426,11.948,16.822,16.822,0.143
15,18.400,6.853,5.239,5.628,5.788,6.198,11.512,12.179,14.177,14.177,0.146
20,20.600,6.796,5.269,5.582,5.740,6.020,11.680,12.113,12.811,13.931,0.147
25,19.400,6.528,5.336,5.622,5.742,5.994,11.044,12.696,13.368,13.368,0.153
30,16.000,7.074,5.218,5.672,5.857,8.195,11.759,13.055,13.749,13.749,0.141
35,21.200,6.543,5.373,5.651,5.834,6.394,8.195,12.957,13.474,13.484,0.153
40,20.400,6.479,5.212,5.570,5.762,6.478,8.015,11.340,14.052,14.134,0.154
45,19.600,7.567,5.287,5.591,5.846,8.467,12.207,14.498,22.527,22.527,0.132
50,22.000,6.649,5.119,5.703,6.015,6.495,9.091,9.790,14.114,14.369,0.150
55,19.200,7.286,5.065,5.580,5.800,9.406,12.699,13.155,15.738,15.738,0.137
