Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,142.600,4.543,1.220,2.843,3.777,5.589,8.105,9.389,11.403,24.683,0.220
5,181.400,3.550,1.428,2.512,3.176,3.997,5.607,6.981,8.715,10.535,0.282
10,171.000,3.860,1.195,2.688,3.439,4.446,6.358,7.303,9.205,10.782,0.259
15,169.400,3.950,1.299,2.710,3.513,4.667,6.453,7.290,8.747,19.387,0.253
20,176.800,3.758,1.272,2.641,3.422,4.314,6.159,6.994,8.578,10.161,0.266
25,177.800,3.811,1.200,2.586,3.408,4.348,6.604,7.507,9.120,13.165,0.262
30,177.400,3.856,1.224,2.634,3.376,4.559,6.381,7.257,9.044,13.704,0.259
35,208.400,3.141,1.119,2.223,2.783,3.382,4.981,6.159,8.573,16.256,0.318
40,214.000,3.112,1.220,2.193,2.778,3.381,4.907,6.701,8.516,10.218,0.321
45,200.400,3.345,1.054,2.209,2.842,3.729,6.116,6.770,7.806,9.828,0.299
50,170.200,3.774,1.267,2.452,3.215,4.792,6.473,7.017,8.509,11.425,0.265
55,170.600,3.850,1.609,2.414,3.299,5.119,6.415,7.227,8.698,11.190,0.260
