Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,141.000,4.501,1.471,2.675,3.889,5.933,7.616,8.589,10.394,28.250,0.222
5,213.200,2.912,1.187,2.080,2.614,3.183,4.671,5.430,6.775,14.857,0.343
10,187.200,3.212,1.027,2.109,2.841,3.889,5.492,6.099,7.703,11.525,0.311
15,237.200,2.563,1.378,1.941,2.402,2.847,3.243,4.604,6.517,11.841,0.390
20,243.800,2.648,1.165,1.905,2.454,2.960,3.862,5.051,6.419,10.101,0.378
25,235.200,2.693,1.065,1.991,2.481,2.990,3.658,4.866,7.627,17.142,0.371
30,226.800,2.942,1.274,2.042,2.603,3.213,4.815,5.652,7.826,27.272,0.340
35,235.000,2.718,0.944,2.033,2.526,3.011,3.804,4.888,6.343,15.030,0.368
40,213.400,2.960,1.140,2.050,2.644,3.250,4.926,5.793,7.172,7.868,0.338
45,224.400,2.812,1.010,2.029,2.567,3.057,4.404,5.545,7.173,9.219,0.356
50,245.600,2.600,0.917,1.967,2.471,2.965,3.352,4.370,6.174,9.143,0.385
55,242.000,2.653,1.052,1.957,2.448,2.934,3.457,5.010,6.966,20.368,0.377
