Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,1.373,0.908,1.128,1.299,1.516,1.810,1.924,2.805,2.805,0.728
5,15.400,1.378,0.792,1.137,1.281,1.460,1.785,2.315,2.784,2.784,0.726
10,14.400,1.481,0.959,1.204,1.392,1.644,1.984,2.353,2.529,2.529,0.675
15,19.600,1.333,0.795,1.102,1.245,1.481,1.797,2.030,2.351,2.351,0.750
20,19.800,1.254,0.852,1.065,1.197,1.318,1.617,2.113,2.382,2.382,0.798
25,22.600,1.242,0.829,1.038,1.185,1.308,1.588,2.119,2.328,2.388,0.805
30,19.200,1.307,0.778,1.114,1.265,1.468,1.697,1.951,2.073,2.073,0.765
35,19.400,1.339,0.672,1.124,1.267,1.524,1.787,2.069,2.317,2.317,0.747
40,20.200,1.270,0.847,1.088,1.223,1.368,1.629,1.807,2.101,2.160,0.787
45,18.800,1.266,0.804,1.114,1.242,1.364,1.536,1.827,2.277,2.277,0.790
50,19.400,1.376,0.887,1.065,1.191,1.537,1.940,2.576,3.402,3.402,0.727
55,17.600,1.407,0.884,1.129,1.235,1.391,1.840,2.190,6.864,6.864,0.711
