Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,436.600,2.280,0.339,0.943,1.645,2.999,4.478,5.971,9.394,25.256,0.439
5,400.200,2.491,0.311,0.885,1.675,3.097,5.568,6.307,12.321,16.457,0.401
10,442.200,2.250,0.316,0.783,1.648,2.963,4.836,5.830,11.269,15.220,0.444
15,443.200,2.249,0.293,0.748,1.561,2.866,5.221,5.977,11.293,14.951,0.445
20,482.600,2.065,0.257,0.729,1.565,2.671,4.908,5.765,7.633,13.466,0.484
25,407.200,2.452,0.304,0.887,1.664,3.170,5.447,6.219,11.299,20.393,0.408
30,411.000,2.429,0.283,0.753,1.643,3.054,5.623,6.505,11.444,13.968,0.412
35,490.400,2.030,0.282,0.733,1.545,2.690,4.216,5.734,7.898,14.673,0.493
40,485.800,2.055,0.253,0.719,1.512,2.662,4.680,5.605,10.900,13.940,0.487
45,421.400,2.365,0.279,0.792,1.657,2.994,5.426,6.128,11.143,33.854,0.423
50,461.000,2.164,0.264,0.755,1.610,2.836,4.700,5.622,9.753,14.419,0.462
55,482.600,2.063,0.252,0.708,1.541,2.639,4.713,5.687,10.428,15.365,0.485
