Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,183.000,1.091,0.604,0.788,0.929,1.262,1.563,1.825,2.511,15.228,0.916
5,230.200,0.830,0.599,0.681,0.717,0.797,1.275,1.503,1.736,7.496,1.205
10,191.800,0.944,0.591,0.703,0.789,1.153,1.402,1.577,1.940,5.538,1.060
15,235.400,0.779,0.580,0.652,0.693,0.756,0.931,1.387,1.763,13.303,1.283
20,212.400,0.872,0.582,0.674,0.724,0.855,1.357,1.473,1.799,9.277,1.147
25,193.600,0.903,0.590,0.676,0.721,0.854,1.410,1.553,2.805,12.617,1.107
30,205.000,0.896,0.576,0.674,0.734,1.125,1.397,1.541,1.777,4.878,1.116
35,221.200,0.792,0.577,0.660,0.706,0.778,1.215,1.353,1.594,2.816,1.263
40,235.400,0.784,0.580,0.650,0.688,0.768,1.239,1.338,1.591,2.316,1.276
45,238.800,0.808,0.564,0.641,0.686,0.793,1.301,1.455,1.743,2.811,1.238
50,229.200,0.854,0.564,0.652,0.711,0.837,1.373,1.575,2.018,8.533,1.171
55,190.800,0.953,0.596,0.701,0.770,1.242,1.489,1.598,1.953,4.300,1.049
