Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,1.373,0.868,1.150,1.295,1.469,1.902,2.051,2.986,2.986,0.728
5,18.600,1.304,0.823,1.111,1.203,1.353,1.597,1.921,3.788,3.788,0.767
10,18.200,1.250,0.750,1.078,1.236,1.341,1.618,1.741,2.231,2.231,0.800
15,19.400,1.275,0.773,1.097,1.244,1.382,1.516,1.929,2.748,2.748,0.784
20,20.600,1.287,0.759,1.107,1.238,1.326,1.597,1.815,2.723,3.737,0.777
25,17.200,1.287,0.792,1.136,1.205,1.364,1.542,1.701,2.500,2.500,0.777
30,18.600,1.292,0.780,1.128,1.275,1.446,1.591,1.739,2.121,2.121,0.774
35,22.000,1.269,0.803,1.108,1.179,1.307,1.479,1.791,2.381,5.585,0.788
40,21.800,1.230,0.828,1.058,1.199,1.338,1.486,1.644,2.036,2.878,0.813
45,18.200,1.297,0.846,1.138,1.262,1.393,1.544,1.888,2.270,2.270,0.771
50,16.400,1.320,0.908,1.078,1.231,1.395,1.777,2.249,2.453,2.453,0.757
55,19.600,1.220,0.774,1.085,1.181,1.305,1.552,1.590,2.395,2.395,0.820
