Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,0.897,0.315,0.406,0.557,0.886,2.179,2.252,4.387,4.387,1.115
5,19.000,0.553,0.287,0.346,0.408,0.678,0.820,0.876,4.582,4.582,1.808
10,16.200,0.642,0.257,0.347,0.534,0.683,0.816,0.833,7.305,7.305,1.558
15,18.800,0.423,0.229,0.290,0.325,0.595,0.671,0.757,1.117,1.117,2.364
20,19.400,0.384,0.245,0.287,0.309,0.371,0.685,0.771,1.780,1.780,2.605
25,24.200,0.406,0.242,0.282,0.297,0.336,0.558,0.631,0.803,8.535,2.461
30,15.400,0.444,0.245,0.280,0.336,0.579,0.726,0.785,2.296,2.296,2.251
35,15.800,0.390,0.218,0.274,0.311,0.566,0.697,0.737,0.781,0.781,2.566
40,21.200,0.405,0.216,0.274,0.308,0.570,0.709,0.759,0.888,1.030,2.472
45,15.200,0.529,0.210,0.269,0.305,0.427,0.762,0.791,11.025,11.025,1.892
50,12.800,0.383,0.233,0.284,0.312,0.425,0.688,0.786,0.813,0.813,2.614
55,19.400,0.419,0.230,0.317,0.344,0.423,0.700,0.811,1.167,1.167,2.386
