Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.800,8.228,5.716,6.217,6.948,8.732,12.549,15.044,18.406,18.406,0.122
5,15.200,8.022,5.438,5.770,6.088,9.154,13.552,18.708,20.025,20.025,0.125
10,12.400,9.806,5.454,6.162,9.176,13.290,13.853,14.674,21.296,21.296,0.102
15,15.400,8.066,5.296,5.647,5.908,11.778,13.282,13.594,16.808,16.808,0.124
20,16.600,9.516,5.215,5.720,7.442,13.422,14.344,14.747,15.129,15.129,0.105
25,14.200,9.222,5.256,5.684,7.551,12.435,13.447,14.338,14.859,14.859,0.108
30,15.200,7.910,5.278,5.604,5.946,11.553,13.388,13.705,15.861,15.861,0.126
35,16.600,8.605,5.327,5.770,6.322,11.704,13.604,14.180,21.706,21.706,0.116
40,12.200,9.834,5.370,6.247,7.442,14.056,15.340,17.651,21.768,21.768,0.102
45,13.600,9.845,5.772,6.489,7.304,10.881,17.000,17.295,70.070,70.070,0.102
50,11.800,9.713,6.138,6.511,6.924,8.579,18.284,22.413,35.846,35.846,0.103
55,14.200,10.919,6.715,7.255,8.123,14.495,17.656,21.510,31.515,31.515,0.092
