Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,1.320,0.336,0.542,0.728,1.320,2.656,4.656,10.868,10.868,0.758
5,20.800,0.823,0.305,0.384,0.433,0.745,0.844,1.026,9.531,15.647,1.215
10,17.000,0.600,0.295,0.374,0.424,0.709,0.842,0.892,4.614,4.614,1.667
15,21.600,0.433,0.316,0.348,0.388,0.460,0.675,0.723,0.773,0.800,2.310
20,18.200,0.547,0.299,0.352,0.416,0.680,0.778,0.806,2.497,2.497,1.828
25,20.000,0.453,0.267,0.334,0.396,0.522,0.720,0.814,1.059,1.059,2.206
30,11.400,0.723,0.287,0.412,0.505,0.827,1.184,1.940,3.186,3.186,1.383
35,14.600,0.631,0.296,0.356,0.403,0.787,1.018,1.564,3.720,3.720,1.586
40,16.000,0.446,0.273,0.336,0.360,0.475,0.789,0.833,1.176,1.176,2.243
45,17.200,0.494,0.280,0.340,0.387,0.631,0.767,0.895,1.253,1.253,2.023
50,20.800,0.452,0.264,0.322,0.358,0.436,0.748,0.810,0.964,3.402,2.214
55,19.000,0.486,0.279,0.323,0.371,0.666,0.826,0.866,0.980,0.980,2.058
