Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.000,2.187,0.454,0.814,1.384,2.385,6.236,8.689,10.895,10.895,0.457
5,9.000,1.298,0.442,0.757,1.046,1.453,2.285,2.505,5.965,5.965,0.771
10,11.400,0.722,0.327,0.413,0.619,0.857,1.135,1.695,2.761,2.761,1.386
15,11.800,1.058,0.287,0.573,0.731,0.881,2.011,4.320,7.223,7.223,0.945
20,10.600,1.051,0.395,0.689,0.781,0.926,1.929,3.164,7.018,7.018,0.952
25,15.800,0.647,0.301,0.364,0.576,0.845,0.992,1.149,2.060,2.060,1.546
30,18.600,0.512,0.274,0.345,0.369,0.621,0.799,0.922,2.660,2.660,1.952
35,13.600,0.883,0.302,0.614,0.735,0.816,1.014,1.450,5.923,5.923,1.132
40,14.600,0.596,0.247,0.331,0.428,0.802,0.934,1.074,3.474,3.474,1.679
45,14.000,0.530,0.294,0.416,0.477,0.588,0.849,0.973,1.227,1.227,1.887
50,11.200,0.809,0.291,0.480,0.707,0.934,1.216,2.191,2.872,2.872,1.236
55,11.400,0.863,0.323,0.692,0.776,0.956,1.173,1.691,2.667,2.667,1.159
