Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,330.000,3.014,0.379,1.253,2.147,3.870,5.981,8.206,14.129,20.378,0.332
5,499.000,1.993,0.301,0.768,1.624,2.672,3.453,5.808,7.860,19.056,0.502
10,434.800,2.287,0.292,0.831,1.796,2.948,4.764,6.106,11.316,19.419,0.437
15,399.800,2.489,0.285,0.845,1.682,3.208,5.590,6.474,12.810,20.652,0.402
20,425.200,2.343,0.299,0.851,1.644,3.124,4.930,6.504,9.558,18.104,0.427
25,460.400,2.165,0.297,0.771,1.634,2.766,4.285,6.067,10.180,17.242,0.462
30,378.000,2.639,0.265,0.969,1.737,3.422,5.753,6.765,12.383,17.699,0.379
35,376.800,2.641,0.261,0.939,1.892,3.356,5.642,7.094,12.308,41.091,0.379
40,433.200,2.300,0.254,0.821,1.788,2.984,4.705,6.614,9.441,16.899,0.435
45,445.600,2.236,0.315,0.800,1.771,2.959,3.997,6.352,9.259,33.566,0.447
50,331.800,3.005,0.314,0.965,2.102,3.639,6.690,8.520,16.721,24.491,0.333
55,418.600,2.378,0.309,0.839,1.874,3.061,4.773,6.688,9.934,40.411,0.421
