Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,296.000,3.361,0.407,1.446,2.267,4.603,6.737,8.046,14.506,34.192,0.297
5,337.600,2.950,0.307,1.333,1.700,4.307,6.085,6.784,12.304,55.101,0.339
10,368.200,2.706,0.335,1.059,1.746,3.665,5.853,6.888,12.834,15.682,0.370
15,295.000,3.380,0.302,1.336,2.029,4.862,6.997,9.913,14.868,26.174,0.296
20,321.000,3.095,0.285,1.170,2.107,4.183,6.254,8.014,14.619,25.900,0.323
25,286.200,3.481,0.358,1.391,2.798,5.009,6.463,8.541,13.118,15.145,0.287
30,330.400,3.015,0.341,0.993,2.088,3.704,6.615,8.700,14.785,56.593,0.332
35,316.200,3.151,0.319,0.987,2.118,3.712,7.130,8.977,16.577,48.055,0.317
40,255.400,3.904,0.365,1.374,2.527,5.200,8.820,10.721,18.794,30.795,0.256
45,236.600,4.215,0.313,1.691,2.613,5.877,9.035,11.290,17.991,58.845,0.237
50,227.800,4.374,0.311,1.612,2.837,6.098,9.130,11.736,20.029,37.855,0.229
55,279.000,3.567,0.357,1.166,2.539,4.372,7.818,9.700,17.369,62.533,0.280
