Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,233.400,4.258,0.377,1.580,2.816,5.406,8.786,11.523,21.462,39.436,0.235
5,379.200,2.621,0.348,1.002,1.948,3.380,5.144,7.053,10.921,26.045,0.382
10,332.000,3.004,0.342,1.024,1.997,3.686,6.304,8.385,16.248,57.028,0.333
15,293.400,3.382,0.325,1.330,2.145,4.295,6.824,9.155,16.292,55.134,0.296
20,369.200,2.684,0.314,0.911,1.880,3.233,5.537,7.382,12.492,160.272,0.373
25,475.400,2.097,0.304,0.733,1.663,2.702,4.464,5.891,8.480,17.023,0.477
30,549.200,1.815,0.272,0.714,1.360,2.499,3.262,5.367,7.527,23.254,0.551
35,405.000,2.461,0.276,0.857,1.807,3.022,5.640,6.884,11.581,21.149,0.406
40,337.600,2.951,0.309,1.052,1.942,3.756,6.413,8.596,14.449,29.927,0.339
45,434.200,2.297,0.285,0.781,1.690,2.888,4.899,6.218,12.106,44.449,0.435
50,410.400,2.426,0.272,0.774,1.747,2.942,5.690,6.795,11.453,27.613,0.412
55,392.800,2.537,0.274,0.807,1.777,3.134,6.026,7.004,13.287,74.135,0.394
