Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.400,11.274,5.889,6.674,9.350,13.588,20.298,23.596,29.994,29.994,0.089
5,13.400,7.896,5.761,6.040,6.448,8.587,13.176,14.716,17.580,17.580,0.127
10,18.000,6.614,5.630,5.899,6.047,6.321,6.710,12.842,16.015,16.015,0.151
15,17.200,6.791,5.589,5.886,6.059,6.440,9.369,12.587,14.192,14.192,0.147
20,22.000,6.971,5.555,5.789,6.075,6.431,11.100,12.468,14.690,19.259,0.143
25,20.800,6.450,5.530,5.766,5.897,6.212,7.191,12.216,13.297,13.790,0.155
30,21.600,7.142,5.486,5.771,5.946,6.402,12.529,12.744,13.788,15.656,0.140
35,21.200,6.920,5.313,5.692,5.844,6.439,12.192,13.423,16.419,21.703,0.145
40,21.600,7.085,5.350,5.619,5.800,6.467,12.398,13.023,17.432,32.333,0.141
45,17.000,7.357,5.466,5.924,6.231,7.283,11.053,13.337,23.004,23.004,0.136
50,22.200,6.404,5.479,5.829,5.970,6.173,6.717,9.214,13.880,15.609,0.156
55,18.400,6.768,5.635,5.869,6.062,6.428,8.158,12.643,15.298,15.298,0.148
