Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,332,332.000,588,1209,2318,2990,3717,5650,7652,15076,24265
1,384,384.000,426,1016,1861,2589,3487,5247,6595,11454,16142
2,502,502.000,371,849,1686,1985,2712,3391,5879,6751,7981
3,401,401.000,356,859,1782,2485,3058,5214,6598,12771,14196
4,401,401.000,342,984,1630,2494,3312,5410,6083,11502,14411
5,466,466.000,361,750,1520,2129,2780,5183,5783,10393,13899
6,314,314.000,386,1410,1810,3166,4631,6464,7558,12999,17195
7,354,354.000,455,1179,1782,2818,3941,5764,6398,12575,16699
8,431,431.000,338,950,1576,2308,2949,5064,6035,11719,13051
9,394,394.000,337,972,1878,2529,3517,5477,6259,11075,12966
10,499,499.000,307,758,1580,1997,2623,3698,5748,7796,14164
11,367,367.000,348,1292,1892,2705,3925,5669,6219,11205,13015
12,334,334.000,430,1195,1773,2975,4060,5829,7648,13588,25446
13,456,456.000,320,775,1691,2184,2843,5233,6189,9381,15065
14,540,540.000,316,710,1508,1841,2475,3159,5419,7528,15683
15,551,551.000,315,713,1498,1805,2387,3169,5268,7580,12720
16,452,452.000,306,719,1724,2185,2643,5162,5969,11395,15285
17,333,333.000,312,1274,2241,2996,4319,5741,6507,12420,14415
18,317,317.000,263,1419,1935,3124,4797,6677,7437,12814,16405
19,354,354.000,323,1123,1758,2832,3815,6315,7180,13271,14196
20,446,446.000,307,786,1674,2223,3039,4678,5619,8574,11914
21,354,354.000,337,1292,1645,2824,4085,5911,6594,11370,12980
22,342,342.000,340,1303,1791,2921,4270,6282,7404,11172,13605
23,412,412.000,309,763,1685,2421,2923,5442,6641,13754,14935
24,343,343.000,300,1184,1765,2900,4364,6145,6892,12580,13743
25,309,309.000,352,1400,1864,3225,4788,6297,7152,11815,12773
26,421,421.000,267,802,1735,2370,2960,5470,6934,9161,13449
27,223,223.000,560,1580,3433,4563,5955,8401,12721,24199,37675
28,172,172.000,365,1675,3312,5699,6856,10801,17488,48109,103413
29,164,164.000,499,1914,3316,6065,7349,11410,14556,49590,132097
30,405,405.000,311,831,1770,2453,3059,5539,7559,10016,24282
31,435,435.000,330,831,1490,2288,2967,4298,6135,15262,21052
32,316,316.000,331,937,1934,3160,4284,6448,8017,14485,63360
33,331,331.000,328,1152,1834,3010,4339,6521,8143,14119,15485
34,328,328.000,309,1001,1715,3045,4890,6751,7951,11885,16253
35,350,350.000,302,1302,1793,2849,4087,5974,6782,11786,12251
36,383,383.000,315,838,1905,2591,3100,5785,7957,13608,15533
37,426,426.000,315,791,1574,2338,2960,5107,6381,9574,19171
38,385,385.000,299,791,1770,2590,2865,5558,9341,14669,26587
39,206,206.000,445,1580,3256,4848,6399,10691,13119,21242,38755
40,323,323.000,376,982,1842,3095,4157,6512,9313,14563,18652
41,254,254.000,645,1498,2774,3910,5511,7794,9312,18436,19612
42,201,201.000,464,1735,3354,4954,6779,11764,13858,18315,26335
43,321,321.000,351,1012,2021,3104,3919,6930,9461,12520,18135
44,309,309.000,313,1392,2169,3231,4434,7095,8704,13027,16286
45,361,361.000,307,997,1784,2759,3741,5781,6938,14462,16341
46,342,342.000,278,1195,2016,2909,3934,6210,7149,12004,17306
47,359,359.000,301,913,1788,2800,3430,6022,7734,12592,47096
48,297,297.000,385,1378,2045,3334,4429,6938,8792,15164,20631
49,253,253.000,501,1427,2329,3930,5427,8497,10411,18306,26566
50,380,380.000,307,894,2172,2625,3247,5591,6290,12547,15084
51,463,463.000,294,799,1704,2157,2919,4117,5926,9430,18267
52,291,291.000,416,1408,2919,3429,4437,6585,8299,15937,19348
53,365,365.000,350,974,2003,2716,3417,6132,7191,10942,17905
54,334,334.000,252,1256,1876,2986,3838,6898,7993,14223,15639
55,497,497.000,313,787,1638,2002,2744,3493,5827,7421,14181
56,318,318.000,304,1038,2123,3141,4128,6899,8237,14617,17670
57,291,291.000,322,1504,1891,3419,5218,7600,8658,14645,16313
58,258,258.000,595,1680,2295,3916,5580,7489,11570,14681,16077
59,271,271.000,585,1494,2013,3627,5707,7818,8682,14920,16140
