Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.800,1.777,1.128,1.334,1.661,2.067,2.427,2.978,3.882,3.882,0.563
5,12.400,1.491,0.984,1.212,1.350,1.669,1.993,2.476,3.783,3.783,0.671
10,13.200,1.505,0.841,1.242,1.413,1.700,2.016,2.137,3.211,3.211,0.665
15,14.600,1.568,0.941,1.264,1.450,1.781,2.162,2.573,2.841,2.841,0.638
20,21.000,1.366,0.959,1.183,1.272,1.462,1.611,1.920,2.779,3.195,0.732
25,16.000,1.803,1.010,1.361,1.566,1.879,2.791,3.555,8.130,8.130,0.555
30,16.400,1.526,1.098,1.327,1.452,1.621,1.874,2.203,3.312,3.312,0.655
35,14.800,1.577,1.020,1.339,1.483,1.720,1.972,2.189,3.123,3.123,0.634
40,15.400,1.515,0.951,1.324,1.508,1.658,1.844,1.999,2.215,2.215,0.660
45,9.800,1.974,1.186,1.499,1.797,2.092,3.068,3.626,5.582,5.582,0.507
50,16.600,1.578,1.140,1.366,1.536,1.641,1.846,2.004,3.666,3.666,0.634
55,16.000,1.580,1.109,1.415,1.551,1.680,1.910,2.097,3.336,3.336,0.633
